,berry_x,observation_date,main_tree_type,year,week_number,monthday,lat_x,lon_x,temp,dew,humidity,pressure,cloudcover,solarradiation,solarenergy,uvindex,county,wd_pro_limit,wood_qualty,city_name,region,altitude,berry_x_num,main_tree_type_num,forest_development_class_num
214,bilberry,2019-07-17,pine,2019,29,717,61.09838027511578,23.103620044219923,15.9,11.6,78.3,1010.5,42.7,294.9,20.2,8.0,6.0,3.0,2.1875,Punkalaidun,Western Finland Province,101.5380401611328,1,1,3
215,lingonberry,2019-08-30,pine,2019,35,830,61.09838027511578,23.103620044219923,18.5,15.6,84.4,1015.5,62.0,193.6,9.8,5.0,6.0,3.0,2.1875,Punkalaidun,Western Finland Province,101.5380401611328,3,1,3
216,bilberry,2018-07-28,pine,2018,30,728,64.2026463396306,28.029769936067133,15.8,12.8,82.8,1030.1,65.1,None,None,None,18.0,3.0,2.5,Sotkamo,Northern Finland Regional State Administrative Agency,205.89707946777344,1,1,1
217,cloudberry,2018-07-23,pine,2018,30,723,64.2026463396306,28.029769936067133,22.1,14.4,64.0,1010.0,7.0,None,None,None,18.0,3.0,2.5,Sotkamo,Northern Finland Regional State Administrative Agency,205.89707946777344,2,1,3
218,bilberry,2018-07-13,spruce,2018,28,713,61.95773203184864,28.14400074997931,21.2,13.4,64.1,1015.0,24.6,388.7,25.2,8.0,10.0,2.96875,1.6785714285714286,Pieksamaki sub-region,Regional State Administrative Agency for Eastern Finland,92.79113006591795,1,2,3
219,lingonberry,2018-08-30,pine,2018,35,830,61.95773203184864,28.14400074997931,14.7,12.8,88.3,1019.3,91.3,56.3,2.2,1.0,10.0,2.96875,1.6785714285714286,Pieksamaki sub-region,Regional State Administrative Agency for Eastern Finland,92.79113006591795,3,1,3
220,bilberry,2022-08-10,spruce,2022,32,810,61.95773203184864,28.14400074997931,16.8,10.2,68.7,1023.8,26.3,290.9,17.8,6.0,10.0,2.96875,1.6785714285714286,Pieksamaki sub-region,Regional State Administrative Agency for Eastern Finland,92.79113006591795,1,2,1
221,lingonberry,2022-09-15,open,2022,37,915,61.95773203184864,28.14400074997931,10.7,9.9,94.9,993.2,97.5,38.1,1.8,1.0,10.0,2.96875,1.6785714285714286,Pieksamaki sub-region,Regional State Administrative Agency for Eastern Finland,92.79113006591795,3,6,2
222,bilberry,2018-08-08,pine,2018,32,808,63.81931434428256,29.84466569775912,15.1,9.2,71.9,1015.1,17.6,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,1,1,1
223,lingonberry,2018-08-29,pine,2018,35,829,63.81931434428256,29.84466569775912,12.5,8.3,78.9,1025.1,20.6,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,3,1,1
224,cloudberry,2018-07-12,swamp,2018,28,712,63.81931434428256,29.84466569775912,18.7,9.4,58.8,1019.7,4.1,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,2,7,2
225,bilberry,2022-07-19,pine,2022,29,719,63.81931434428256,29.84466569775912,15.1,10.2,74.4,1011.4,53.2,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,1,1,1
226,lingonberry,2022-08-29,pine,2022,35,829,63.81931434428256,29.84466569775912,12.3,8.9,81.6,1017.6,36.1,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,3,1,1
227,cloudberry,2022-07-19,swamp,2022,29,719,63.81931434428256,29.84466569775912,15.1,10.2,74.4,1011.4,53.2,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,2,7,2
228,bilberry,2021-07-09,pine,2021,27,709,63.81931434428256,29.84466569775912,21.1,13.5,65.2,1020.5,13.1,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,1,1,1
229,lingonberry,2021-08-02,pine,2021,31,802,63.81931434428256,29.84466569775912,16.4,14.1,86.8,999.7,80.7,199.8,17.2,6.0,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,3,1,1
230,cloudberry,2021-07-19,swamp,2021,29,719,63.81931434428256,29.84466569775912,14.7,8.2,67.2,1003.9,52.5,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,2,7,2
231,cloudberry,2021-07-22,swamp,2021,29,722,63.81931434428256,29.84466569775912,13.8,9.2,74.3,1003.6,90.0,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,2,7,2
232,bilberry,2019-07-30,pine,2019,31,730,63.81931434428256,29.84466569775912,8.0,6.0,87.0,1013.0,93.5,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,1,1,1
233,lingonberry,2019-07-30,pine,2019,31,730,63.81931434428256,29.84466569775912,8.0,6.0,87.0,1013.0,93.5,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,3,1,1
234,cloudberry,2019-07-16,swamp,2019,29,716,63.81931434428256,29.84466569775912,12.4,7.6,75.8,1012.3,58.2,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,2,7,2
235,bilberry,2020-07-19,pine,2020,29,719,63.81931434428256,29.84466569775912,19.4,13.7,72.1,1016.8,20.1,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,1,1,1
236,lingonberry,2020-08-24,pine,2020,35,824,63.81931434428256,29.84466569775912,14.7,12.5,87.3,998.5,69.6,160.3,13.7,5.0,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,3,1,1
237,cloudberry,2020-07-19,swamp,2020,29,719,63.81931434428256,29.84466569775912,19.4,13.7,72.1,1016.8,20.1,None,None,None,18.0,2.6296296296296298,2.4347826086956523,Jonkeri,Northern Finland Regional State Administrative Agency,170.215087890625,2,7,2
238,bilberry,2018-08-08,mixed,2018,32,808,60.05650410709692,24.66500957395252,18.2,10.7,62.9,1017.5,1.3,344.7,21.3,7.0,1.0,2.75,2.0,Hirsala,Southern Finland Province,-4.1472673416137695,1,5,1
239,bilberry,2018-08-09,pine,2018,32,809,69.57940593185836,28.79786167051738,10.7,9.9,95.0,1004.9,86.5,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,1,1,3
240,bilberry,2018-08-02,softbirch,2018,31,802,69.57940593185836,28.79786167051738,18.7,14.8,78.5,1017.7,78.4,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,1,8,3
241,cloudberry,2018-07-27,swamp,2018,30,727,69.57940593185836,28.79786167051738,15.3,9.4,70.8,1030.2,28.3,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,2,7,2
242,cloudberry,2018-07-26,swamp,2018,30,726,69.57940593185836,28.79786167051738,13.8,12.6,92.7,1020.0,75.8,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,2,7,2
243,bilberry,2022-08-01,birch,2022,31,801,69.57940593185836,28.79786167051738,15.3,13.1,87.2,1011.6,78.5,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,1,3,3
244,lingonberry,2022-09-21,pine,2022,38,921,69.57940593185836,28.79786167051738,3.6,1.0,83.2,1016.2,84.5,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,3,1,1
245,cloudberry,2022-07-30,swamp,2022,30,730,69.57940593185836,28.79786167051738,9.4,7.5,88.0,1022.6,77.6,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,2,7,2
246,bilberry,2021-08-06,birch,2021,31,806,69.57940593185836,28.79786167051738,14.7,8.7,72.5,1016.1,26.8,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,1,3,3
247,lingonberry,2021-09-18,pine,2021,37,918,69.57940593185836,28.79786167051738,4.9,0.3,73.1,1028.3,88.0,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,3,1,1
248,cloudberry,2021-07-29,swamp,2021,30,729,69.57940593185836,28.79786167051738,9.4,5.6,77.0,1007.3,97.4,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,2,7,2
249,bilberry,2019-09-07,birch,2019,36,907,69.57940593185836,28.79786167051738,7.9,4.5,80.0,1013.1,69.8,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,1,3,3
250,lingonberry,2019-09-27,pine,2019,39,927,69.57940593185836,28.79786167051738,7.1,6.4,95.3,1013.7,55.6,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,3,1,1
251,cloudberry,2019-08-16,swamp,2019,33,816,69.57940593185836,28.79786167051738,11.2,8.2,82.8,1007.8,92.2,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,2,7,2
252,bilberry,2020-08-11,birch,2020,33,811,69.57940593185836,28.79786167051738,10.6,7.3,80.3,1026.5,95.6,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,1,3,3
253,lingonberry,2020-09-19,pine,2020,38,919,69.57940593185836,28.79786167051738,6.1,4.0,86.6,1003.0,62.0,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,3,1,1
254,cloudberry,2020-08-04,swamp,2020,32,804,69.57940593185836,28.79786167051738,15.4,8.5,68.4,1003.2,56.8,None,None,None,19.0,1.0833333333333333,3.363636363636364,Sevettijarvi,Lapland,148.86666870117188,2,7,2
255,bilberry,2018-07-18,spruce,2018,29,718,63.662723857046274,25.7878651630912,23.0,13.5,58.2,1018.3,1.6,342.6,24.4,7.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,1,2,3
256,lingonberry,2018-08-12,spruce,2018,32,812,63.662723857046274,25.7878651630912,13.6,7.0,67.6,1004.1,15.0,273.0,17.6,7.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,3,2,3
257,bilberry,2022-07-23,spruce,2022,29,723,63.662723857046274,25.7878651630912,14.4,12.3,88.1,1010.5,85.0,208.5,14.3,6.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,1,2,1
258,lingonberry,2022-08-30,pine,2022,35,830,63.662723857046274,25.7878651630912,9.0,5.5,80.6,1023.3,56.3,163.5,9.3,6.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,3,1,4
259,bilberry,2021-07-12,spruce,2021,28,712,63.662723857046274,25.7878651630912,21.6,15.4,69.5,1017.3,21.7,319.5,22.9,7.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,1,2,3
260,lingonberry,2021-08-29,spruce,2021,34,829,63.662723857046274,25.7878651630912,11.0,7.2,79.7,1022.9,19.9,254.1,14.5,5.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,3,2,1
261,bilberry,2019-07-20,spruce,2019,29,720,63.662723857046274,25.7878651630912,15.7,10.4,73.9,1014.7,12.3,291.6,20.9,7.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,1,2,1
262,lingonberry,2019-08-19,spruce,2019,34,819,63.662723857046274,25.7878651630912,15.1,12.6,85.7,1006.2,83.9,65.6,3.8,2.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,3,2,1
263,bilberry,2020-07-26,spruce,2020,30,726,63.662723857046274,25.7878651630912,15.3,10.8,77.4,1014.2,50.5,326.7,22.5,7.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,1,2,3
264,lingonberry,2020-09-06,spruce,2020,36,906,63.662723857046274,25.7878651630912,11.7,9.7,88.4,1004.6,72.3,163.7,9.0,4.0,17.0,2.71875,2.8095238095238093,Nivala-Haapajarvi sub-region,Northern Finland Regional State Administrative Agency,123.34519958496094,3,2,1
265,bilberry,2018-08-13,spruce,2018,33,813,68.22914825813109,24.825229621109333,8.7,7.0,89.3,1001.0,98.4,None,None,None,19.0,1.0833333333333333,3.363636363636364,Kittila,Lapland,265.3908386230469,1,2,1
266,bilberry,2018-07-15,pine,2018,28,715,61.24314979393228,27.558953504414003,23.2,14.6,62.4,1012.0,3.2,418.6,27.0,9.0,9.15625,2.9375,1.64,Savitaipale,Southern Finland Province,88.0024185180664,1,1,3
267,bilberry,2022-07-24,pine,2022,29,724,61.24314979393228,27.558953504414003,17.1,15.7,91.4,1008.7,93.1,119.7,7.5,3.0,9.15625,2.9375,1.64,Savitaipale,Southern Finland Province,88.0024185180664,1,1,3
268,bilberry,2021-07-31,pine,2021,30,731,61.24314979393228,27.558953504414003,17.0,13.8,82.7,994.7,68.1,145.3,12.6,6.0,9.15625,2.9375,1.64,Savitaipale,Southern Finland Province,88.0024185180664,1,1,3
269,bilberry,2019-07-11,pine,2019,28,711,61.24314979393228,27.558953504414003,11.3,4.5,63.5,1009.0,80.6,185.7,10.0,4.0,9.15625,2.9375,1.64,Savitaipale,Southern Finland Province,88.0024185180664,1,1,3
270,bilberry,2020-08-10,pine,2020,33,810,61.24314979393228,27.558953504414003,17.5,9.6,61.4,1018.9,30.8,247.5,15.1,6.0,9.15625,2.9375,1.64,Savitaipale,Southern Finland Province,88.0024185180664,1,1,3
271,bilberry,2018-08-06,pine,2018,32,806,65.54665943322267,28.2990554464514,13.2,11.6,90.3,999.2,90.8,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,1,1,3
272,cloudberry,2018-07-23,pine,2018,30,723,65.54665943322267,28.2990554464514,20.5,16.6,80.3,1009.4,37.9,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,3
273,cloudberry,2018-07-19,pine,2018,29,719,65.54665943322267,28.2990554464514,23.9,11.6,49.2,1018.7,0.0,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,3
274,bilberry,2022-08-10,pine,2022,32,810,65.54665943322267,28.2990554464514,15.3,11.1,76.9,1018.2,90.8,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,1,1,3
275,cloudberry,2022-07-25,pine,2022,30,725,65.54665943322267,28.2990554464514,15.5,9.4,69.9,1009.9,60.2,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,2
276,bilberry,2021-07-28,pine,2021,30,728,65.54665943322267,28.2990554464514,19.5,11.9,66.1,1010.5,9.2,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,1,1,3
277,cloudberry,2021-07-15,pine,2021,28,715,65.54665943322267,28.2990554464514,18.8,13.8,75.0,1011.5,45.8,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,3
278,cloudberry,2021-07-25,pine,2021,29,725,65.54665943322267,28.2990554464514,16.4,10.5,70.3,1013.0,66.7,248.4,21.7,6.0,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,2
279,bilberry,2019-07-29,pine,2019,31,729,65.54665943322267,28.2990554464514,8.9,3.2,67.4,1018.3,84.6,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,1,1,3
280,cloudberry,2019-08-01,pine,2019,31,801,65.54665943322267,28.2990554464514,10.4,6.4,78.0,1014.8,71.9,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,3
281,cloudberry,2019-07-31,spruce,2019,31,731,65.54665943322267,28.2990554464514,8.8,3.6,70.2,1018.0,95.4,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,2,3
282,bilberry,2020-07-27,spruce,2020,31,727,65.54665943322267,28.2990554464514,15.7,10.7,75.4,1019.6,40.5,272.1,23.5,7.0,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,1,2,3
283,cloudberry,2020-07-17,pine,2020,29,717,65.54665943322267,28.2990554464514,16.9,9.3,65.4,1013.7,27.8,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,3
284,cloudberry,2020-07-23,pine,2020,30,723,65.54665943322267,28.2990554464514,16.4,15.0,92.0,995.2,93.6,None,None,None,17.0,2.833333333333333,2.3,Taivalkoski,Northern Finland Regional State Administrative Agency,247.18878173828125,2,1,2
285,bilberry,2018-07-13,pine,2018,28,713,62.94639677800591,27.98535924292085,21.5,12.4,59.7,1014.7,11.6,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,1,1,3
286,bilberry,2022-08-03,pine,2022,31,803,62.94639677800591,27.98535924292085,16.3,9.7,67.1,1014.0,41.5,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,1,1,3
287,lingonberry,2022-09-24,pine,2022,38,924,62.94639677800591,27.98535924292085,8.0,5.3,84.1,1017.5,64.1,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,3,1,3
288,bilberry,2021-07-07,pine,2021,27,707,62.94639677800591,27.98535924292085,23.6,16.1,63.3,1015.9,39.7,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,1,1,3
289,lingonberry,2021-08-28,pine,2021,34,828,62.94639677800591,27.98535924292085,12.9,9.4,80.5,1025.6,5.9,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,3,1,3
290,bilberry,2019-07-29,pine,2019,31,729,62.94639677800591,27.98535924292085,12.7,5.0,60.4,1014.8,25.0,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,1,1,3
291,lingonberry,2019-08-25,pine,2019,34,825,62.94639677800591,27.98535924292085,14.2,10.6,80.6,1025.0,43.1,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,3,1,3
292,bilberry,2020-07-27,pine,2020,31,727,62.94639677800591,27.98535924292085,18.5,12.1,68.7,1019.5,22.4,269.3,23.2,7.0,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,1,1,3
293,lingonberry,2020-09-26,pine,2020,39,926,62.94639677800591,27.98535924292085,13.7,11.7,88.1,1013.4,29.6,None,None,None,11.0,2.9444444444444446,2.0,Kuopio,Regional State Administrative Agency for Eastern Finland,89.66386413574219,3,1,3
294,bilberry,2018-07-30,spruce,2018,31,730,61.693042247508565,27.189017670415804,22.4,15.1,66.1,1024.4,2.7,338.3,20.8,7.0,10.0,3.0,1.7142857142857142,Mikkeli,Regional State Administrative Agency for Eastern Finland,104.66439819335938,1,2,3
295,bilberry,2018-08-04,pine,2018,31,804,63.39172358906191,25.59915211519996,18.9,14.7,78.3,1008.0,50.3,None,None,None,13.0,2.9166666666666665,1.7272727272727273,Saani,Western Finland Province,127.70299530029295,1,1,1
296,lingonberry,2018-09-16,spruce,2018,37,916,63.39172358906191,25.59915211519996,9.4,6.6,84.1,1008.5,38.1,130.7,11.3,5.0,13.0,2.9166666666666665,1.7272727272727273,Saani,Western Finland Province,127.70299530029295,3,2,1
297,bilberry,2018-07-17,pine,2018,29,717,61.06360472926471,27.55578909010875,25.3,13.6,52.0,1016.3,2.3,None,None,None,9.0,3.0,1.4761904761904765,Savitaipale,Southern Finland Province,84.15788269042969,1,1,3
298,bilberry,2018-08-21,pine,2018,34,821,66.17769341440211,27.88754109847376,9.2,6.1,82.7,1005.4,65.5,199.6,17.3,6.0,19.0,2.7777777777777777,2.0,Posio,Lapland,239.5973052978516,1,1,4
299,bilberry,2018-08-19,pine,2018,33,819,66.17769341440211,27.88754109847376,13.8,8.9,73.0,998.3,64.0,None,None,None,19.0,2.7777777777777777,2.0,Posio,Lapland,239.5973052978516,1,1,3
300,bilberry,2022-08-04,pine,2022,31,804,66.17769341440211,27.88754109847376,15.7,14.2,91.5,1009.2,83.7,None,None,None,19.0,2.7777777777777777,2.0,Posio,Lapland,239.5973052978516,1,1,1
301,lingonberry,2022-09-08,pine,2022,36,908,66.17769341440211,27.88754109847376,5.4,1.2,76.0,1024.8,61.2,None,None,None,19.0,2.7777777777777777,2.0,Posio,Lapland,239.5973052978516,3,1,3
302,bilberry,2020-08-03,pine,2020,32,803,66.17769341440211,27.88754109847376,13.4,9.3,78.0,1005.4,52.5,None,None,None,19.0,2.7777777777777777,2.0,Posio,Lapland,239.5973052978516,1,1,3
303,bilberry,2018-08-26,mixed,2018,34,826,62.47072295550728,29.909548750303458,15.8,12.7,82.8,1009.2,81.5,None,None,None,12.0,2.962962962962963,1.6842105263157894,Joensuu,Regional State Administrative Agency for Eastern Finland,100.12052154541016,1,5,1
304,lingonberry,2021-08-22,spruce,2021,33,822,62.47072295550728,29.909548750303458,13.9,11.7,87.2,1010.4,87.1,127.3,7.4,4.0,12.0,2.962962962962963,1.6842105263157894,Joensuu,Regional State Administrative Agency for Eastern Finland,100.12052154541016,3,2,3
305,lingonberry,2019-08-15,mixed,2019,33,815,62.47072295550728,29.909548750303458,14.1,11.0,82.1,1005.2,47.8,None,None,None,12.0,2.962962962962963,1.6842105263157894,Joensuu,Regional State Administrative Agency for Eastern Finland,100.12052154541016,3,5,1
306,bilberry,2020-08-31,mixed,2020,36,831,62.47072295550728,29.909548750303458,12.1,7.4,73.4,1011.0,76.6,None,None,None,12.0,2.962962962962963,1.6842105263157894,Joensuu,Regional State Administrative Agency for Eastern Finland,100.12052154541016,1,5,1
307,lingonberry,2020-08-13,mixed,2020,33,813,62.47072295550728,29.909548750303458,14.2,10.4,78.6,1018.4,63.5,200.6,17.4,5.0,12.0,2.962962962962963,1.6842105263157894,Joensuu,Regional State Administrative Agency for Eastern Finland,100.12052154541016,3,5,1
308,bilberry,2018-08-04,pine,2018,31,804,66.17769181196756,26.112502367614088,17.5,14.3,83.0,1006.7,75.2,None,None,None,19.0,2.5,2.125,Rovaniemi,Lapland,155.74288940429688,1,1,1
309,bilberry,2018-08-16,pine,2018,33,816,60.87598783600712,21.8394346714336,17.1,12.7,75.9,1016.3,12.7,291.4,17.7,7.0,2.6666666666666665,2.6923076923076925,2.076923076923077,Laitila,Western Finland Province,24.106550216674805,1,1,3
310,bilberry,2018-07-26,pine,2018,30,726,60.88203818326287,27.92106340603388,22.3,16.4,71.2,1019.6,29.6,None,None,None,9.0,3.0,1.4545454545454546,Luumaki,Southern Finland Province,64.40570831298828,1,1,3
311,bilberry,2018-08-13,pine,2018,33,813,67.1388849966711,24.00044283670212,11.0,8.0,82.1,1000.0,95.1,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,1,1,3
312,bilberry,2022-08-29,spruce,2022,35,829,67.1388849966711,24.00044283670212,9.4,5.8,79.8,1020.5,37.9,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,1,2,3
313,lingonberry,2022-08-29,pine,2022,35,829,67.1388849966711,24.00044283670212,9.4,5.8,79.8,1020.5,37.9,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,3,1,3
314,bilberry,2021-08-07,spruce,2021,31,807,67.1388849966711,24.00044283670212,14.8,5.5,59.8,1018.8,4.0,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,1,2,3
315,lingonberry,2021-08-15,pine,2021,32,815,67.1388849966711,24.00044283670212,13.0,11.8,92.5,997.3,94.9,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,3,1,3
316,bilberry,2019-08-16,pine,2019,33,816,67.1388849966711,24.00044283670212,12.2,10.3,88.7,1007.0,75.1,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,1,1,3
317,lingonberry,2019-08-16,pine,2019,33,816,67.1388849966711,24.00044283670212,12.2,10.3,88.7,1007.0,75.1,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,3,1,3
318,bilberry,2020-07-25,spruce,2020,30,725,67.1388849966711,24.00044283670212,13.0,10.3,84.7,1007.3,87.1,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,1,2,3
319,lingonberry,2020-09-19,pine,2020,38,919,67.1388849966711,24.00044283670212,6.4,-0.3,63.8,1010.1,13.6,None,None,None,19.0,2.814814814814815,2.380952380952381,Kolari,Lapland,161.9434051513672,3,1,3
320,bilberry,2018-08-11,pine,2018,32,811,64.47533545744686,26.792022750362204,19.5,12.6,66.2,1007.2,40.9,295.3,18.0,6.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,1,1,1
321,lingonberry,2018-08-30,pine,2018,35,830,64.47533545744686,26.792022750362204,12.6,10.6,88.2,1020.3,56.9,89.4,4.8,2.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,3,1,1
322,lingonberry,2022-08-25,pine,2022,34,825,64.47533545744686,26.792022750362204,14.1,9.9,78.4,1024.8,23.2,286.9,16.5,5.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,3,1,1
323,bilberry,2021-08-03,pine,2021,31,803,64.47533545744686,26.792022750362204,11.4,9.2,86.7,998.0,94.7,99.6,6.2,2.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,1,1,1
324,lingonberry,2021-09-12,pine,2021,36,912,64.47533545744686,26.792022750362204,9.6,9.0,96.4,1009.1,97.4,32.6,1.5,1.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,3,1,1
