,berry_x,observation_date,main_tree_type,year,week_number,monthday,lat_x,lon_x,temp,dew,humidity,pressure,cloudcover,solarradiation,solarenergy,uvindex,county,wd_pro_limit,wood_qualty,city_name,region,altitude,berry_x_num,main_tree_type_num,forest_development_class_num
115,lingonberry,2020-09-02,pine,2020,36,902,60.460426507890666,22.816310845210538,12.6,8.2,76.6,1024.5,30.3,213.7,11.4,6.0,2.0,3.0,2.5454545454545454,Paimio,Western Finland Province,37.467769622802734,3,1,1
116,bilberry,2018-07-30,pine,2018,31,730,60.7051236699666,26.63361227962727,23.7,16.8,68.0,1023.4,3.6,293.4,17.8,6.0,8.0,2.9761904761904763,1.5217391304347827,Kouvola sub-region,Southern Finland Province,53.15936279296875,1,1,1
117,bilberry,2018-07-30,pine,2018,31,730,60.52593334847382,27.182187694341767,23.1,17.4,71.7,1023.5,1.1,293.4,17.8,6.0,8.0,2.9,1.935483870967742,Kotka-Hamina sub-region,Southern Finland Province,29.15788078308105,1,1,3
118,bilberry,2018-07-27,spruce,2018,30,727,60.69713944216803,21.86819483088044,24.0,18.1,71.7,1022.8,21.0,253.3,17.3,7.0,2.0,3.0,2.1538461538461537,Mynamaki,Western Finland Province,19.382307052612305,1,2,1
119,bilberry,2018-08-01,pine,2018,31,801,62.41008120174775,26.41941695668295,23.8,14.7,60.0,1022.4,9.5,None,None,None,12.92,2.92,2.176470588235294,Hankasalmi,Western Finland Province,127.35896301269533,1,1,3
120,bilberry,2021-06-30,pine,2021,26,630,62.41008120174775,26.41941695668295,18.0,8.5,54.9,1010.5,24.6,None,None,None,12.92,2.92,2.176470588235294,Hankasalmi,Western Finland Province,127.35896301269533,1,1,1
121,lingonberry,2021-08-23,pine,2021,34,823,62.41008120174775,26.41941695668295,8.6,6.9,89.0,1018.2,99.9,None,None,None,12.92,2.92,2.176470588235294,Hankasalmi,Western Finland Province,127.35896301269533,3,1,1
122,bilberry,2019-07-30,pine,2019,31,730,62.41008120174775,26.41941695668295,9.4,4.8,73.9,1015.0,60.0,None,None,None,12.92,2.92,2.176470588235294,Hankasalmi,Western Finland Province,127.35896301269533,1,1,3
123,bilberry,2020-07-16,pine,2020,29,716,62.41008120174775,26.41941695668295,17.8,9.6,61.8,1013.8,28.4,None,None,None,12.92,2.92,2.176470588235294,Hankasalmi,Western Finland Province,127.35896301269533,1,1,3
124,lingonberry,2020-09-02,pine,2020,36,902,62.41008120174775,26.41941695668295,10.2,6.2,78.9,1027.4,11.0,None,None,None,12.92,2.92,2.176470588235294,Hankasalmi,Western Finland Province,127.35896301269533,3,1,3
125,bilberry,2018-07-25,spruce,2018,30,725,66.34027905923571,29.45692335772093,23.9,13.8,57.2,1015.6,19.3,None,None,None,17.0,3.0,3.0,Oulanka National Park,Northern Finland Regional State Administrative Agency,285.50347900390625,1,2,1
126,bilberry,2019-08-14,spruce,2019,33,814,66.34027905923571,29.45692335772093,13.4,12.3,93.4,1003.0,79.5,None,None,None,17.0,3.0,3.0,Oulanka National Park,Northern Finland Regional State Administrative Agency,285.50347900390625,1,2,1
127,bilberry,2018-08-01,pine,2018,31,801,66.80019411773868,28.5925123225102,24.6,16.0,63.2,1020.1,6.2,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,1,1,3
128,lingonberry,2018-08-01,pine,2018,31,801,66.80019411773868,28.5925123225102,24.6,16.0,63.2,1020.1,6.2,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,3,1,3
129,cloudberry,2018-08-01,pine,2018,31,801,66.80019411773868,28.5925123225102,24.6,16.0,63.2,1020.1,6.2,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,2,1,2
130,bilberry,2022-08-10,pine,2022,32,810,66.80019411773868,28.5925123225102,14.5,11.8,84.9,1016.0,94.1,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,1,1,2
131,lingonberry,2022-08-23,pine,2022,34,823,66.80019411773868,28.5925123225102,13.5,6.4,63.4,1019.4,12.1,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,3,1,2
132,cloudberry,2022-07-13,pine,2022,28,713,66.80019411773868,28.5925123225102,19.5,16.5,83.5,1008.4,88.7,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,2,1,2
133,bilberry,2021-07-18,pine,2021,28,718,66.80019411773868,28.5925123225102,13.3,11.1,86.8,998.3,69.1,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,1,1,2
134,lingonberry,2021-08-01,pine,2021,30,801,66.80019411773868,28.5925123225102,13.1,10.0,84.0,997.4,72.9,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,3,1,2
135,cloudberry,2021-07-18,pine,2021,28,718,66.80019411773868,28.5925123225102,13.3,11.1,86.8,998.3,69.1,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,2,1,2
136,bilberry,2019-08-26,pine,2019,35,826,66.80019411773868,28.5925123225102,12.2,10.4,89.5,1012.9,77.8,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,1,1,3
137,lingonberry,2019-09-23,pine,2019,39,923,66.80019411773868,28.5925123225102,1.4,-0.6,87.3,1019.6,89.9,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,3,1,3
138,cloudberry,2019-08-28,pine,2019,35,828,66.80019411773868,28.5925123225102,16.6,13.0,81.8,1020.1,17.9,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,2,1,2
139,lingonberry,2020-09-13,pine,2020,37,913,66.80019411773868,28.5925123225102,8.2,6.2,88.0,994.1,98.2,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,3,1,3
140,cloudberry,2020-07-26,pine,2020,30,726,66.80019411773868,28.5925123225102,15.6,11.2,75.2,1015.2,80.9,None,None,None,19.0,2.703703703703704,2.230769230769231,Salla,Lapland,208.1266326904297,2,1,2
141,bilberry,2018-07-26,pine,2018,30,726,66.71050984577768,25.41329020349744,18.9,14.2,74.9,1018.8,50.2,None,None,None,19.0,2.2142857142857144,2.2,Rovaniemi,Lapland,164.8834991455078,1,1,3
142,bilberry,2018-08-01,pine,2018,31,801,66.71050984577768,25.41329020349744,23.6,16.9,67.0,1020.0,7.9,None,None,None,19.0,2.2142857142857144,2.2,Rovaniemi,Lapland,164.8834991455078,1,1,3
143,bilberry,2022-09-01,pine,2022,35,901,66.71050984577768,25.41329020349744,7.1,1.9,71.1,1025.5,52.6,None,None,None,19.0,2.2142857142857144,2.2,Rovaniemi,Lapland,164.8834991455078,1,1,3
144,lingonberry,2022-09-01,pine,2022,35,901,66.71050984577768,25.41329020349744,7.1,1.9,71.1,1025.5,52.6,None,None,None,19.0,2.2142857142857144,2.2,Rovaniemi,Lapland,164.8834991455078,3,1,3
145,cloudberry,2022-07-15,pine,2022,28,715,66.71050984577768,25.41329020349744,16.1,12.8,82.0,997.4,63.8,None,None,None,19.0,2.2142857142857144,2.2,Rovaniemi,Lapland,164.8834991455078,2,1,2
146,cloudberry,2021-07-31,birch,2021,30,731,66.71050984577768,25.41329020349744,13.8,9.6,76.4,995.2,82.0,None,None,None,19.0,2.2142857142857144,2.2,Rovaniemi,Lapland,164.8834991455078,2,3,2
147,bilberry,2018-07-31,spruce,2018,31,731,66.44679563727449,26.102957885240308,24.8,17.8,65.8,1022.1,16.5,None,None,None,19.0,2.6923076923076925,1.8888888888888888,Rovaniemi,Lapland,183.3214874267578,1,2,1
148,bilberry,2020-08-03,spruce,2020,32,803,66.44679563727449,26.102957885240308,13.4,8.2,74.1,1005.3,7.4,None,None,None,19.0,2.6923076923076925,1.8888888888888888,Rovaniemi,Lapland,183.3214874267578,1,2,3
149,bilberry,2018-07-30,pine,2018,31,730,66.26994840178763,27.000021274406823,23.1,12.4,53.0,1023.5,1.6,None,None,None,19.0,2.636363636363636,2.333333333333333,Rovaniemi,Lapland,208.93885803222656,1,1,3
151,bilberry,2018-07-30,spruce,2018,31,730,66.26994840178763,27.000021274406823,23.1,12.4,53.0,1023.5,1.6,None,None,None,19.0,2.636363636363636,2.333333333333333,Rovaniemi,Lapland,208.93885803222656,1,2,3
153,bilberry,2018-07-30,spruce,2018,31,730,66.35966051652532,27.00002078561729,23.1,12.4,53.2,1023.5,1.4,None,None,None,19.0,3.0,2.333333333333333,Rovaniemi,Lapland,210.91253662109372,1,2,3
154,lingonberry,2018-08-28,pine,2018,35,828,66.35966051652532,27.00002078561729,10.3,8.5,89.7,1016.9,70.5,None,None,None,19.0,3.0,2.333333333333333,Rovaniemi,Lapland,210.91253662109372,3,1,4
155,lingonberry,2018-08-29,pine,2018,35,829,66.35966051652532,27.00002078561729,13.0,8.3,75.3,1023.7,32.5,None,None,None,19.0,3.0,2.333333333333333,Rovaniemi,Lapland,210.91253662109372,3,1,4
156,bilberry,2020-08-04,spruce,2020,32,804,66.35966051652532,27.00002078561729,13.7,10.8,83.1,1004.0,25.2,None,None,None,19.0,3.0,2.333333333333333,Rovaniemi,Lapland,210.91253662109372,1,2,3
157,bilberry,2018-08-01,pine,2018,31,801,67.15353089487527,24.92246780728034,23.4,17.1,69.6,1019.1,14.9,None,None,None,19.0,2.5357142857142856,2.055555555555556,Rovaniemi,Lapland,166.2556610107422,1,1,3
158,bilberry,2018-08-04,pine,2018,31,804,61.5089701993565,25.87252725642915,20.5,15.8,75.5,1007.5,51.4,None,None,None,7.0,2.857142857142857,1.588235294117647,Sysma,Southern Finland Province,131.5081787109375,1,1,3
159,bilberry,2018-07-29,pine,2018,30,729,61.30122973043226,24.01267216392789,24.9,18.3,67.9,1020.3,51.2,202.2,13.0,6.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,1,1,3
160,lingonberry,2018-08-08,spruce,2018,32,808,61.30122973043226,24.01267216392789,18.2,11.0,66.5,1016.0,13.1,309.8,19.0,7.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,3,2,4
161,bilberry,2022-07-12,pine,2022,28,712,61.30122973043226,24.01267216392789,19.1,14.3,74.8,1014.4,47.0,231.3,13.4,6.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,1,1,1
162,lingonberry,2022-08-27,spruce,2022,34,827,61.30122973043226,24.01267216392789,18.9,14.5,77.1,1017.4,68.2,177.1,9.5,6.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,3,2,4
163,bilberry,2021-07-17,pine,2021,28,717,61.30122973043226,24.01267216392789,19.9,10.0,55.3,1014.9,0.4,353.1,24.1,7.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,1,1,1
164,lingonberry,2021-09-03,spruce,2021,35,903,61.30122973043226,24.01267216392789,9.1,5.5,78.5,1007.1,63.8,166.6,9.1,6.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,3,2,4
165,bilberry,2019-08-16,pine,2019,33,816,61.30122973043226,24.01267216392789,14.7,10.4,77.2,1012.5,47.4,233.4,14.2,8.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,1,1,1
166,lingonberry,2019-08-15,spruce,2019,33,815,61.30122973043226,24.01267216392789,13.3,9.1,77.7,1006.7,59.7,305.1,18.6,7.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,3,2,4
167,bilberry,2020-07-20,pine,2020,30,720,61.30122973043226,24.01267216392789,20.2,14.4,71.3,1013.0,73.3,249.6,17.1,7.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,1,1,1
168,lingonberry,2020-08-30,spruce,2020,35,830,61.30122973043226,24.01267216392789,12.4,10.9,90.6,1007.0,95.8,104.8,5.8,2.0,6.0,2.810810810810811,2.6666666666666665,Southern Pirkanmaa,Western Finland Province,132.3109588623047,3,2,4
169,bilberry,2018-07-15,spruce,2018,28,715,60.96687508055722,25.522307756141725,22.2,14.3,65.0,1012.5,9.4,197.4,17.0,7.0,7.0,2.185185185185185,2.2222222222222223,Hollola,Southern Finland Province,124.88401794433594,1,2,1
170,bilberry,2019-07-19,spruce,2019,29,719,60.96687508055722,25.522307756141725,17.8,10.4,63.8,1010.1,33.2,292.3,25.3,7.0,7.0,2.185185185185185,2.2222222222222223,Hollola,Southern Finland Province,124.88401794433594,1,2,1
171,bilberry,2018-07-15,pine,2018,28,715,62.44166773236055,22.929648244563293,20.5,11.3,61.2,1013.6,3.6,315.1,22.6,7.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,1,1,3
172,lingonberry,2018-09-01,pine,2018,35,901,62.44166773236055,22.929648244563293,13.9,12.4,90.7,1023.4,87.8,144.8,7.8,3.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,3,1,3
173,bilberry,2022-07-19,pine,2022,29,719,62.44166773236055,22.929648244563293,13.5,9.0,76.7,1014.2,47.9,322.3,20.9,8.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,1,1,3
174,lingonberry,2022-09-04,pine,2022,35,904,62.44166773236055,22.929648244563293,7.1,4.2,83.1,1028.5,68.1,100.8,5.3,2.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,3,1,3
175,bilberry,2021-07-19,spruce,2021,29,719,62.44166773236055,22.929648244563293,14.0,8.5,70.7,1009.1,57.8,259.8,17.8,8.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,1,2,3
176,lingonberry,2021-08-25,pine,2021,34,825,62.44166773236055,22.929648244563293,11.4,10.6,95.1,1003.8,91.2,118.9,6.3,3.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,3,1,3
177,bilberry,2019-07-19,pine,2019,29,719,62.44166773236055,22.929648244563293,16.3,9.2,66.6,1012.7,2.3,338.3,23.2,7.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,1,1,3
178,lingonberry,2019-09-18,pine,2019,38,918,62.44166773236055,22.929648244563293,5.7,3.1,85.3,1006.8,48.0,186.7,9.4,4.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,3,1,3
179,bilberry,2020-07-20,pine,2020,30,720,62.44166773236055,22.929648244563293,17.8,13.6,78.1,1012.7,58.6,239.9,17.1,6.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,1,1,3
180,bilberry,2020-09-05,pine,2020,36,905,62.44166773236055,22.929648244563293,14.0,11.4,85.3,1003.8,67.1,201.8,9.6,6.0,14.0,2.9473684210526314,1.8571428571428568,Jalasjarvi,Western Finland Province,96.5802764892578,1,1,3
181,bilberry,2018-07-29,pine,2018,30,729,61.282768712610775,23.26752761609532,24.8,18.5,68.9,1019.9,58.7,202.2,13.0,6.0,6.0,2.948717948717949,2.0416666666666665,South Western Pirkanmaa,Western Finland Province,112.49143981933594,1,1,3
182,bilberry,2018-07-29,pine,2018,30,729,61.277515473469,23.08140740703441,24.6,19.0,71.6,1019.6,63.8,202.2,13.0,6.0,6.0,2.925925925925926,1.84375,South Western Pirkanmaa,Western Finland Province,107.30406188964844,1,1,3
183,bilberry,2018-07-30,pine,2018,31,730,65.45265915973629,28.72592281050396,20.4,12.2,63.5,1025.3,0.0,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,1,1,2
184,lingonberry,2018-09-07,pine,2018,36,907,65.45265915973629,28.72592281050396,10.7,6.7,79.9,1022.1,55.6,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,3,1,4
185,cloudberry,2018-07-25,pine,2018,30,725,65.45265915973629,28.72592281050396,23.2,15.2,65.1,1016.6,13.4,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
186,bilberry,2022-07-29,spruce,2022,30,729,65.45265915973629,28.72592281050396,11.5,10.2,91.8,1018.2,98.4,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,1,2,4
187,lingonberry,2022-08-19,pine,2022,33,819,65.45265915973629,28.72592281050396,19.8,16.9,85.1,1020.3,67.2,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,3,1,4
188,cloudberry,2022-07-26,pine,2022,30,726,65.45265915973629,28.72592281050396,17.6,14.3,81.8,1003.9,88.8,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
189,bilberry,2021-07-20,pine,2021,29,720,65.45265915973629,28.72592281050396,11.2,5.7,70.8,999.1,78.5,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,1,1,4
190,lingonberry,2021-08-29,pine,2021,34,829,65.45265915973629,28.72592281050396,9.3,5.7,80.3,1024.2,28.4,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,3,1,4
191,cloudberry,2021-07-23,pine,2021,29,723,65.45265915973629,28.72592281050396,10.3,4.5,69.0,1007.7,67.8,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
192,cloudberry,2021-07-25,pine,2021,29,725,65.45265915973629,28.72592281050396,16.3,10.2,69.1,1012.8,64.7,232.4,20.1,6.0,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
193,bilberry,2019-08-17,pine,2019,33,817,65.45265915973629,28.72592281050396,13.9,11.0,84.2,1012.9,79.1,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,1,1,4
194,lingonberry,2019-08-28,pine,2019,35,828,65.45265915973629,28.72592281050396,16.3,12.7,80.5,1021.3,11.2,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,3,1,4
195,cloudberry,2019-07-25,pine,2019,30,725,65.45265915973629,28.72592281050396,20.6,12.9,65.3,1019.4,0.1,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
196,bilberry,2020-08-09,pine,2020,32,809,65.45265915973629,28.72592281050396,17.9,14.9,83.4,1014.8,66.1,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,1,1,4
197,lingonberry,2020-08-24,pine,2020,35,824,65.45265915973629,28.72592281050396,14.1,10.7,81.1,996.3,73.4,144.6,12.5,5.0,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,3,1,4
198,cloudberry,2020-07-22,pine,2020,30,722,65.45265915973629,28.72592281050396,17.0,15.4,90.8,999.3,89.8,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
199,cloudberry,2020-07-20,pine,2020,30,720,65.45265915973629,28.72592281050396,19.6,13.9,72.6,1013.2,42.6,None,None,None,17.0,2.9411764705882355,2.0,Taivalkoski,Northern Finland Regional State Administrative Agency,252.0953369140625,2,1,2
200,bilberry,2018-08-07,mixed,2018,32,807,65.27557877910549,28.50001808906843,12.2,7.3,73.6,1007.8,65.1,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,1,5,3
201,bilberry,2022-07-30,spruce,2022,30,730,65.27557877910549,28.50001808906843,10.4,9.0,91.1,1015.1,96.9,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,1,2,3
202,lingonberry,2022-09-08,spruce,2022,36,908,65.27557877910549,28.50001808906843,5.0,1.2,78.0,1025.4,60.1,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,3,2,4
203,bilberry,2021-08-10,spruce,2021,32,810,65.27557877910549,28.50001808906843,15.8,14.2,90.5,1012.6,78.2,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,1,2,3
204,lingonberry,2021-09-01,spruce,2021,35,901,65.27557877910549,28.50001808906843,7.4,4.4,82.7,1008.0,38.3,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,3,2,4
205,bilberry,2019-08-14,spruce,2019,33,814,65.27557877910549,28.50001808906843,14.1,12.4,90.0,1002.8,88.8,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,1,2,3
206,lingonberry,2019-09-07,spruce,2019,36,907,65.27557877910549,28.50001808906843,10.2,6.4,79.5,1018.3,43.5,None,None,None,17.555555555555557,2.111111111111111,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,233.39306640625,3,2,4
