berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number,monthday,year-month-day,xy,lat,lon,latlon
bilberry,2018-07-30,pine,plantation,500000,7350000,2018,7,30,31,730,2018-07-30,500000-7350000,66.26994840178763,27.000021274406823,66.269948401788-27.000021274407-2018-07-30-bilberry
bilberry,2018-07-30,spruce,plantation,500000,7350000,2018,7,30,31,730,2018-07-30,500000-7350000,66.26994840178763,27.000021274406823,66.269948401788-27.000021274407-2018-07-30-bilberry
bilberry,2018-07-30,spruce,plantation,500000,7360000,2018,7,30,31,730,2018-07-30,500000-7360000,66.35966051652532,27.00002078561729,66.359660516525-27.000020785617-2018-07-30-bilberry
lingonberry,2018-08-28,pine,seedling,500000,7360000,2018,8,28,35,828,2018-08-28,500000-7360000,66.35966051652532,27.00002078561729,66.359660516525-27.000020785617-2018-08-28-lingonberry
lingonberry,2018-08-29,pine,seedling,500000,7360000,2018,8,29,35,829,2018-08-29,500000-7360000,66.35966051652532,27.00002078561729,66.359660516525-27.000020785617-2018-08-29-lingonberry
bilberry,2020-08-04,spruce,plantation,500000,7360000,2020,8,4,32,804,2020-08-04,500000-7360000,66.35966051652532,27.00002078561729,66.359660516525-27.000020785617-2020-08-04-bilberry
bilberry,2018-08-01,pine,plantation,410000,7450000,2018,8,1,31,801,2018-08-01,410000-7450000,67.15353089487527,24.92246780728034,67.153530894875-24.922467807280-2018-08-01-bilberry
bilberry,2018-08-04,pine,plantation,440000,6820000,2018,8,4,31,804,2018-08-04,440000-6820000,61.5089701993565,25.87252725642915,61.508970199356-25.872527256429-2018-08-04-bilberry
bilberry,2018-07-29,pine,plantation,340000,6800000,2018,7,29,30,729,2018-07-29,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2018-07-29-bilberry
lingonberry,2018-08-08,spruce,seedling,340000,6800000,2018,8,8,32,808,2018-08-08,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2018-08-08-lingonberry
bilberry,2022-07-12,pine,old,340000,6800000,2022,7,12,28,712,2022-07-12,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2022-07-12-bilberry
lingonberry,2022-08-27,spruce,seedling,340000,6800000,2022,8,27,34,827,2022-08-27,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2022-08-27-lingonberry
bilberry,2021-07-17,pine,old,340000,6800000,2021,7,17,28,717,2021-07-17,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2021-07-17-bilberry
lingonberry,2021-09-03,spruce,seedling,340000,6800000,2021,9,3,35,903,2021-09-03,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2021-09-03-lingonberry
bilberry,2019-08-16,pine,old,340000,6800000,2019,8,16,33,816,2019-08-16,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2019-08-16-bilberry
lingonberry,2019-08-15,spruce,seedling,340000,6800000,2019,8,15,33,815,2019-08-15,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2019-08-15-lingonberry
bilberry,2020-07-20,pine,old,340000,6800000,2020,7,20,30,720,2020-07-20,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2020-07-20-bilberry
lingonberry,2020-08-30,spruce,seedling,340000,6800000,2020,8,30,35,830,2020-08-30,340000-6800000,61.30122973043226,24.01267216392789,61.301229730432-24.012672163928-2020-08-30-lingonberry
bilberry,2018-07-15,spruce,old,420000,6760000,2018,7,15,28,715,2018-07-15,420000-6760000,60.96687508055722,25.522307756141725,60.966875080557-25.522307756142-2018-07-15-bilberry
bilberry,2019-07-19,spruce,old,420000,6760000,2019,7,19,29,719,2019-07-19,420000-6760000,60.96687508055722,25.522307756141725,60.966875080557-25.522307756142-2019-07-19-bilberry
bilberry,2018-07-15,pine,plantation,290000,6930000,2018,7,15,28,715,2018-07-15,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2018-07-15-bilberry
lingonberry,2018-09-01,pine,plantation,290000,6930000,2018,9,1,35,901,2018-09-01,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2018-09-01-lingonberry
bilberry,2022-07-19,pine,plantation,290000,6930000,2022,7,19,29,719,2022-07-19,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2022-07-19-bilberry
lingonberry,2022-09-04,pine,plantation,290000,6930000,2022,9,4,35,904,2022-09-04,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2022-09-04-lingonberry
bilberry,2021-07-19,spruce,plantation,290000,6930000,2021,7,19,29,719,2021-07-19,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2021-07-19-bilberry
lingonberry,2021-08-25,pine,plantation,290000,6930000,2021,8,25,34,825,2021-08-25,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2021-08-25-lingonberry
bilberry,2019-07-19,pine,plantation,290000,6930000,2019,7,19,29,719,2019-07-19,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2019-07-19-bilberry
lingonberry,2019-09-18,pine,plantation,290000,6930000,2019,9,18,38,918,2019-09-18,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2019-09-18-lingonberry
bilberry,2020-07-20,pine,plantation,290000,6930000,2020,7,20,30,720,2020-07-20,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2020-07-20-bilberry
bilberry,2020-09-05,pine,plantation,290000,6930000,2020,9,5,36,905,2020-09-05,290000-6930000,62.44166773236055,22.929648244563293,62.441667732361-22.929648244563-2020-09-05-bilberry
bilberry,2018-07-29,pine,plantation,300000,6800000,2018,7,29,30,729,2018-07-29,300000-6800000,61.282768712610775,23.26752761609532,61.282768712611-23.267527616095-2018-07-29-bilberry
bilberry,2018-07-29,pine,plantation,290000,6800000,2018,7,29,30,729,2018-07-29,290000-6800000,61.277515473469,23.08140740703441,61.277515473469-23.081407407034-2018-07-29-bilberry
bilberry,2018-07-30,pine,clearing,580000,7260000,2018,7,30,31,730,2018-07-30,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2018-07-30-bilberry
lingonberry,2018-09-07,pine,seedling,580000,7260000,2018,9,7,36,907,2018-09-07,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2018-09-07-lingonberry
cloudberry,2018-07-25,pine,clearing,580000,7260000,2018,7,25,30,725,2018-07-25,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2018-07-25-cloudberry
bilberry,2022-07-29,spruce,seedling,580000,7260000,2022,7,29,30,729,2022-07-29,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2022-07-29-bilberry
lingonberry,2022-08-19,pine,seedling,580000,7260000,2022,8,19,33,819,2022-08-19,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2022-08-19-lingonberry
cloudberry,2022-07-26,pine,clearing,580000,7260000,2022,7,26,30,726,2022-07-26,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2022-07-26-cloudberry
bilberry,2021-07-20,pine,seedling,580000,7260000,2021,7,20,29,720,2021-07-20,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2021-07-20-bilberry
lingonberry,2021-08-29,pine,seedling,580000,7260000,2021,8,29,34,829,2021-08-29,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2021-08-29-lingonberry
cloudberry,2021-07-23,pine,clearing,580000,7260000,2021,7,23,29,723,2021-07-23,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2021-07-23-cloudberry
cloudberry,2021-07-25,pine,clearing,580000,7260000,2021,7,25,29,725,2021-07-25,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2021-07-25-cloudberry
bilberry,2019-08-17,pine,seedling,580000,7260000,2019,8,17,33,817,2019-08-17,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2019-08-17-bilberry
lingonberry,2019-08-28,pine,seedling,580000,7260000,2019,8,28,35,828,2019-08-28,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2019-08-28-lingonberry
cloudberry,2019-07-25,pine,clearing,580000,7260000,2019,7,25,30,725,2019-07-25,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2019-07-25-cloudberry
bilberry,2020-08-09,pine,seedling,580000,7260000,2020,8,9,32,809,2020-08-09,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2020-08-09-bilberry
lingonberry,2020-08-24,pine,seedling,580000,7260000,2020,8,24,35,824,2020-08-24,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2020-08-24-lingonberry
cloudberry,2020-07-22,pine,clearing,580000,7260000,2020,7,22,30,722,2020-07-22,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2020-07-22-cloudberry
cloudberry,2020-07-20,pine,clearing,580000,7260000,2020,7,20,30,720,2020-07-20,580000-7260000,65.45265915973629,28.72592281050396,65.452659159736-28.725922810504-2020-07-20-cloudberry
bilberry,2018-08-07,mixed,plantation,570000,7240000,2018,8,7,32,807,2018-08-07,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2018-08-07-bilberry
bilberry,2022-07-30,spruce,plantation,570000,7240000,2022,7,30,30,730,2022-07-30,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2022-07-30-bilberry
lingonberry,2022-09-08,spruce,seedling,570000,7240000,2022,9,8,36,908,2022-09-08,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2022-09-08-lingonberry
bilberry,2021-08-10,spruce,plantation,570000,7240000,2021,8,10,32,810,2021-08-10,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2021-08-10-bilberry
lingonberry,2021-09-01,spruce,seedling,570000,7240000,2021,9,1,35,901,2021-09-01,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2021-09-01-lingonberry
bilberry,2019-08-14,spruce,plantation,570000,7240000,2019,8,14,33,814,2019-08-14,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2019-08-14-bilberry
lingonberry,2019-09-07,spruce,seedling,570000,7240000,2019,9,7,36,907,2019-09-07,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2019-09-07-lingonberry
bilberry,2020-08-10,spruce,plantation,570000,7240000,2020,8,10,33,810,2020-08-10,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2020-08-10-bilberry
lingonberry,2020-09-12,spruce,seedling,570000,7240000,2020,9,12,37,912,2020-09-12,570000-7240000,65.27557877910549,28.50001808906843,65.275578779105-28.500018089068-2020-09-12-lingonberry
bilberry,2018-08-07,mixed,plantation,580000,7240000,2018,8,7,32,807,2018-08-07,580000-7240000,65.2732933587705,28.714193131361068,65.273293358771-28.714193131361-2018-08-07-bilberry
bilberry,2018-07-26,pine,plantation,290000,6780000,2018,7,26,30,726,2018-07-26,290000-6780000,61.09838027511578,23.103620044219923,61.098380275116-23.103620044220-2018-07-26-bilberry
bilberry,2018-07-11,pine,old,290000,6780000,2018,7,11,28,711,2018-07-11,290000-6780000,61.09838027511578,23.103620044219923,61.098380275116-23.103620044220-2018-07-11-bilberry
lingonberry,2018-09-11,pine,plantation,290000,6780000,2018,9,11,37,911,2018-09-11,290000-6780000,61.09838027511578,23.103620044219923,61.098380275116-23.103620044220-2018-09-11-lingonberry
bilberry,2021-07-28,spruce,old,290000,6780000,2021,7,28,30,728,2021-07-28,290000-6780000,61.09838027511578,23.103620044219923,61.098380275116-23.103620044220-2021-07-28-bilberry
bilberry,2019-07-17,pine,plantation,290000,6780000,2019,7,17,29,717,2019-07-17,290000-6780000,61.09838027511578,23.103620044219923,61.098380275116-23.103620044220-2019-07-17-bilberry
lingonberry,2019-08-30,pine,plantation,290000,6780000,2019,8,30,35,830,2019-08-30,290000-6780000,61.09838027511578,23.103620044219923,61.098380275116-23.103620044220-2019-08-30-lingonberry
bilberry,2018-07-28,pine,old,550000,7120000,2018,7,28,30,728,2018-07-28,550000-7120000,64.2026463396306,28.029769936067133,64.202646339631-28.029769936067-2018-07-28-bilberry
cloudberry,2018-07-23,pine,plantation,550000,7120000,2018,7,23,30,723,2018-07-23,550000-7120000,64.2026463396306,28.029769936067133,64.202646339631-28.029769936067-2018-07-23-cloudberry
bilberry,2018-07-13,spruce,plantation,560000,6870000,2018,7,13,28,713,2018-07-13,560000-6870000,61.95773203184864,28.14400074997931,61.957732031849-28.144000749979-2018-07-13-bilberry
lingonberry,2018-08-30,pine,plantation,560000,6870000,2018,8,30,35,830,2018-08-30,560000-6870000,61.95773203184864,28.14400074997931,61.957732031849-28.144000749979-2018-08-30-lingonberry
bilberry,2022-08-10,spruce,old,560000,6870000,2022,8,10,32,810,2022-08-10,560000-6870000,61.95773203184864,28.14400074997931,61.957732031849-28.144000749979-2022-08-10-bilberry
lingonberry,2022-09-15,open,clearing,560000,6870000,2022,9,15,37,915,2022-09-15,560000-6870000,61.95773203184864,28.14400074997931,61.957732031849-28.144000749979-2022-09-15-lingonberry
bilberry,2018-08-08,pine,old,640000,7080000,2018,8,8,32,808,2018-08-08,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2018-08-08-bilberry
lingonberry,2018-08-29,pine,old,640000,7080000,2018,8,29,35,829,2018-08-29,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2018-08-29-lingonberry
cloudberry,2018-07-12,swamp,clearing,640000,7080000,2018,7,12,28,712,2018-07-12,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2018-07-12-cloudberry
bilberry,2022-07-19,pine,old,640000,7080000,2022,7,19,29,719,2022-07-19,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2022-07-19-bilberry
lingonberry,2022-08-29,pine,old,640000,7080000,2022,8,29,35,829,2022-08-29,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2022-08-29-lingonberry
cloudberry,2022-07-19,swamp,clearing,640000,7080000,2022,7,19,29,719,2022-07-19,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2022-07-19-cloudberry
bilberry,2021-07-09,pine,old,640000,7080000,2021,7,9,27,709,2021-07-09,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2021-07-09-bilberry
lingonberry,2021-08-02,pine,old,640000,7080000,2021,8,2,31,802,2021-08-02,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2021-08-02-lingonberry
cloudberry,2021-07-19,swamp,clearing,640000,7080000,2021,7,19,29,719,2021-07-19,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2021-07-19-cloudberry
cloudberry,2021-07-22,swamp,clearing,640000,7080000,2021,7,22,29,722,2021-07-22,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2021-07-22-cloudberry
bilberry,2019-07-30,pine,old,640000,7080000,2019,7,30,31,730,2019-07-30,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2019-07-30-bilberry
lingonberry,2019-07-30,pine,old,640000,7080000,2019,7,30,31,730,2019-07-30,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2019-07-30-lingonberry
cloudberry,2019-07-16,swamp,clearing,640000,7080000,2019,7,16,29,716,2019-07-16,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2019-07-16-cloudberry
bilberry,2020-07-19,pine,old,640000,7080000,2020,7,19,29,719,2020-07-19,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2020-07-19-bilberry
lingonberry,2020-08-24,pine,old,640000,7080000,2020,8,24,35,824,2020-08-24,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2020-08-24-lingonberry
cloudberry,2020-07-19,swamp,clearing,640000,7080000,2020,7,19,29,719,2020-07-19,640000-7080000,63.81931434428256,29.84466569775912,63.819314344283-29.844665697759-2020-07-19-cloudberry
bilberry,2018-08-08,mixed,old,370000,6660000,2018,8,8,32,808,2018-08-08,370000-6660000,60.05650410709692,24.66500957395252,60.056504107097-24.665009573953-2018-08-08-bilberry
bilberry,2018-08-09,pine,plantation,570000,7720000,2018,8,9,32,809,2018-08-09,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2018-08-09-bilberry
bilberry,2018-08-02,softbirch,plantation,570000,7720000,2018,8,2,31,802,2018-08-02,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2018-08-02-bilberry
cloudberry,2018-07-27,swamp,clearing,570000,7720000,2018,7,27,30,727,2018-07-27,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2018-07-27-cloudberry
cloudberry,2018-07-26,swamp,clearing,570000,7720000,2018,7,26,30,726,2018-07-26,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2018-07-26-cloudberry
bilberry,2022-08-01,birch,plantation,570000,7720000,2022,8,1,31,801,2022-08-01,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2022-08-01-bilberry
lingonberry,2022-09-21,pine,old,570000,7720000,2022,9,21,38,921,2022-09-21,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2022-09-21-lingonberry
cloudberry,2022-07-30,swamp,clearing,570000,7720000,2022,7,30,30,730,2022-07-30,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2022-07-30-cloudberry
bilberry,2021-08-06,birch,plantation,570000,7720000,2021,8,6,31,806,2021-08-06,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2021-08-06-bilberry
lingonberry,2021-09-18,pine,old,570000,7720000,2021,9,18,37,918,2021-09-18,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2021-09-18-lingonberry
cloudberry,2021-07-29,swamp,clearing,570000,7720000,2021,7,29,30,729,2021-07-29,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2021-07-29-cloudberry
bilberry,2019-09-07,birch,plantation,570000,7720000,2019,9,7,36,907,2019-09-07,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2019-09-07-bilberry
lingonberry,2019-09-27,pine,old,570000,7720000,2019,9,27,39,927,2019-09-27,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2019-09-27-lingonberry
cloudberry,2019-08-16,swamp,clearing,570000,7720000,2019,8,16,33,816,2019-08-16,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2019-08-16-cloudberry
bilberry,2020-08-11,birch,plantation,570000,7720000,2020,8,11,33,811,2020-08-11,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2020-08-11-bilberry
lingonberry,2020-09-19,pine,old,570000,7720000,2020,9,19,38,919,2020-09-19,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2020-09-19-lingonberry
cloudberry,2020-08-04,swamp,clearing,570000,7720000,2020,8,4,32,804,2020-08-04,570000-7720000,69.57940593185836,28.79786167051738,69.579405931858-28.797861670517-2020-08-04-cloudberry
bilberry,2018-07-18,spruce,plantation,440000,7060000,2018,7,18,29,718,2018-07-18,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2018-07-18-bilberry
lingonberry,2018-08-12,spruce,plantation,440000,7060000,2018,8,12,32,812,2018-08-12,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2018-08-12-lingonberry
bilberry,2022-07-23,spruce,old,440000,7060000,2022,7,23,29,723,2022-07-23,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2022-07-23-bilberry
lingonberry,2022-08-30,pine,seedling,440000,7060000,2022,8,30,35,830,2022-08-30,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2022-08-30-lingonberry
bilberry,2021-07-12,spruce,plantation,440000,7060000,2021,7,12,28,712,2021-07-12,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2021-07-12-bilberry
lingonberry,2021-08-29,spruce,old,440000,7060000,2021,8,29,34,829,2021-08-29,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2021-08-29-lingonberry
bilberry,2019-07-20,spruce,old,440000,7060000,2019,7,20,29,720,2019-07-20,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2019-07-20-bilberry
lingonberry,2019-08-19,spruce,old,440000,7060000,2019,8,19,34,819,2019-08-19,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2019-08-19-lingonberry
bilberry,2020-07-26,spruce,plantation,440000,7060000,2020,7,26,30,726,2020-07-26,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2020-07-26-bilberry
lingonberry,2020-09-06,spruce,old,440000,7060000,2020,9,6,36,906,2020-09-06,440000-7060000,63.662723857046274,25.7878651630912,63.662723857046-25.787865163091-2020-09-06-lingonberry
bilberry,2018-08-13,spruce,old,410000,7570000,2018,8,13,33,813,2018-08-13,410000-7570000,68.22914825813109,24.825229621109333,68.229148258131-24.825229621109-2018-08-13-bilberry
bilberry,2018-07-15,pine,plantation,530000,6790000,2018,7,15,28,715,2018-07-15,530000-6790000,61.24314979393228,27.558953504414003,61.243149793932-27.558953504414-2018-07-15-bilberry
bilberry,2022-07-24,pine,plantation,530000,6790000,2022,7,24,29,724,2022-07-24,530000-6790000,61.24314979393228,27.558953504414003,61.243149793932-27.558953504414-2022-07-24-bilberry
bilberry,2021-07-31,pine,plantation,530000,6790000,2021,7,31,30,731,2021-07-31,530000-6790000,61.24314979393228,27.558953504414003,61.243149793932-27.558953504414-2021-07-31-bilberry
bilberry,2019-07-11,pine,plantation,530000,6790000,2019,7,11,28,711,2019-07-11,530000-6790000,61.24314979393228,27.558953504414003,61.243149793932-27.558953504414-2019-07-11-bilberry
bilberry,2020-08-10,pine,plantation,530000,6790000,2020,8,10,33,810,2020-08-10,530000-6790000,61.24314979393228,27.558953504414003,61.243149793932-27.558953504414-2020-08-10-bilberry
bilberry,2018-08-06,pine,plantation,560000,7270000,2018,8,6,32,806,2018-08-06,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2018-08-06-bilberry
cloudberry,2018-07-23,pine,plantation,560000,7270000,2018,7,23,30,723,2018-07-23,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2018-07-23-cloudberry
cloudberry,2018-07-19,pine,plantation,560000,7270000,2018,7,19,29,719,2018-07-19,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2018-07-19-cloudberry
bilberry,2022-08-10,pine,plantation,560000,7270000,2022,8,10,32,810,2022-08-10,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2022-08-10-bilberry
cloudberry,2022-07-25,pine,clearing,560000,7270000,2022,7,25,30,725,2022-07-25,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2022-07-25-cloudberry
bilberry,2021-07-28,pine,plantation,560000,7270000,2021,7,28,30,728,2021-07-28,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2021-07-28-bilberry
cloudberry,2021-07-15,pine,plantation,560000,7270000,2021,7,15,28,715,2021-07-15,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2021-07-15-cloudberry
cloudberry,2021-07-25,pine,clearing,560000,7270000,2021,7,25,29,725,2021-07-25,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2021-07-25-cloudberry
bilberry,2019-07-29,pine,plantation,560000,7270000,2019,7,29,31,729,2019-07-29,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2019-07-29-bilberry
cloudberry,2019-08-01,pine,plantation,560000,7270000,2019,8,1,31,801,2019-08-01,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2019-08-01-cloudberry
cloudberry,2019-07-31,spruce,plantation,560000,7270000,2019,7,31,31,731,2019-07-31,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2019-07-31-cloudberry
bilberry,2020-07-27,spruce,plantation,560000,7270000,2020,7,27,31,727,2020-07-27,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2020-07-27-bilberry
cloudberry,2020-07-17,pine,plantation,560000,7270000,2020,7,17,29,717,2020-07-17,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2020-07-17-cloudberry
cloudberry,2020-07-23,pine,clearing,560000,7270000,2020,7,23,30,723,2020-07-23,560000-7270000,65.54665943322267,28.2990554464514,65.546659433223-28.299055446451-2020-07-23-cloudberry
bilberry,2018-07-13,pine,plantation,550000,6980000,2018,7,13,28,713,2018-07-13,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2018-07-13-bilberry
bilberry,2022-08-03,pine,plantation,550000,6980000,2022,8,3,31,803,2022-08-03,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2022-08-03-bilberry
lingonberry,2022-09-24,pine,plantation,550000,6980000,2022,9,24,38,924,2022-09-24,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2022-09-24-lingonberry
bilberry,2021-07-07,pine,plantation,550000,6980000,2021,7,7,27,707,2021-07-07,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2021-07-07-bilberry
lingonberry,2021-08-28,pine,plantation,550000,6980000,2021,8,28,34,828,2021-08-28,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2021-08-28-lingonberry
bilberry,2019-07-29,pine,plantation,550000,6980000,2019,7,29,31,729,2019-07-29,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2019-07-29-bilberry
lingonberry,2019-08-25,pine,plantation,550000,6980000,2019,8,25,34,825,2019-08-25,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2019-08-25-lingonberry
bilberry,2020-07-27,pine,plantation,550000,6980000,2020,7,27,31,727,2020-07-27,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2020-07-27-bilberry
lingonberry,2020-09-26,pine,plantation,550000,6980000,2020,9,26,39,926,2020-09-26,550000-6980000,62.94639677800591,27.98535924292085,62.946396778006-27.985359242921-2020-09-26-lingonberry
bilberry,2018-07-30,spruce,plantation,510000,6840000,2018,7,30,31,730,2018-07-30,510000-6840000,61.693042247508565,27.189017670415804,61.693042247509-27.189017670416-2018-07-30-bilberry
bilberry,2018-08-04,pine,old,430000,7030000,2018,8,4,31,804,2018-08-04,430000-7030000,63.39172358906191,25.59915211519996,63.391723589062-25.599152115200-2018-08-04-bilberry
lingonberry,2018-09-16,spruce,old,430000,7030000,2018,9,16,37,916,2018-09-16,430000-7030000,63.39172358906191,25.59915211519996,63.391723589062-25.599152115200-2018-09-16-lingonberry
bilberry,2018-07-17,pine,plantation,530000,6770000,2018,7,17,29,717,2018-07-17,530000-6770000,61.06360472926471,27.55578909010875,61.063604729265-27.555789090109-2018-07-17-bilberry
bilberry,2018-08-21,pine,seedling,540000,7340000,2018,8,21,34,821,2018-08-21,540000-7340000,66.17769341440211,27.88754109847376,66.177693414402-27.887541098474-2018-08-21-bilberry
