berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number,monthday,year-month-day,xy,lat,lon,latlon
lingonberry,2019-09-11,pine,old,370000,7480000,2019,9,11,37,911,2019-09-11,370000-7480000,67.40761562131902,23.96666682023883,67.407615621319-23.966666820239-2019-09-11-lingonberry
bilberry,2019-07-16,pine,old,640000,7000000,2019,7,16,29,716,2019-07-16,640000-7000000,63.10220373709486,29.7742828800099,63.102203737095-29.774282880010-2019-07-16-bilberry
cloudberry,2019-07-16,pine,clearing,640000,7000000,2019,7,16,29,716,2019-07-16,640000-7000000,63.10220373709486,29.7742828800099,63.102203737095-29.774282880010-2019-07-16-cloudberry
bilberry,2019-08-01,pine,plantation,620000,7020000,2019,8,1,31,801,2019-08-01,620000-7020000,63.28874366278747,29.393172622879863,63.288743662787-29.393172622880-2019-08-01-bilberry
bilberry,2019-08-01,pine,old,620000,7020000,2019,8,1,31,801,2019-08-01,620000-7020000,63.28874366278747,29.393172622879863,63.288743662787-29.393172622880-2019-08-01-bilberry
bilberry,2019-08-06,birch,seedling,640000,6950000,2019,8,6,32,806,2019-08-06,640000-6950000,62.65394207331288,29.7322584878296,62.653942073313-29.732258487830-2019-08-06-bilberry
cloudberry,2019-07-16,pine,plantation,500000,7000000,2019,7,16,29,716,2019-07-16,500000-7000000,63.12934514665977,27.00002102816763,63.129345146660-27.000021028168-2019-07-16-cloudberry
cloudberry,2019-07-25,pine,clearing,590000,7260000,2019,7,25,30,725,2019-07-25,590000-7260000,65.45004790325527,28.94151740294095,65.450047903255-28.941517402941-2019-07-25-cloudberry
cloudberry,2019-07-23,pine,seedling,360000,7060000,2019,7,23,30,723,2019-07-23,360000-7060000,63.64005708273645,24.17333065134688,63.640057082736-24.173330651347-2019-07-23-cloudberry
cloudberry,2019-07-17,pine,clearing,560000,7200000,2019,7,17,29,717,2019-07-17,560000-7200000,64.91874273377327,28.268595103064925,64.918742733773-28.268595103065-2019-07-17-cloudberry
bilberry,2020-07-10,pine,plantation,420000,6790000,2020,7,10,28,710,2020-07-10,420000-6790000,61.23611741062167,25.50970744432833,61.236117410622-25.509707444328-2020-07-10-bilberry
bilberry,2020-07-19,pine,plantation,230000,6720000,2020,7,19,29,719,2020-07-19,230000-6720000,60.52511713239232,22.07804769028981,60.525117132392-22.078047690290-2020-07-19-bilberry
bilberry,2020-07-27,pine,plantation,230000,6720000,2020,7,27,31,727,2020-07-27,230000-6720000,60.52511713239232,22.07804769028981,60.525117132392-22.078047690290-2020-07-27-bilberry
bilberry,2020-07-20,pine,old,380000,6960000,2020,7,20,30,720,2020-07-20,380000-6960000,62.75069173029385,24.650556344659307,62.750691730294-24.650556344659-2020-07-20-bilberry
bilberry,2020-07-25,pine,old,560000,6780000,2020,7,25,30,725,2020-07-25,560000-6780000,61.149937060459614,28.114639492860857,61.149937060460-28.114639492861-2020-07-25-bilberry
bilberry,2020-07-27,pine,plantation,560000,7110000,2020,7,27,31,727,2020-07-27,560000-7110000,64.11133222862223,28.231681107945043,64.111332228622-28.231681107945-2020-07-27-bilberry
bilberry,2020-07-30,pine,old,520000,7290000,2020,7,30,31,730,2020-07-30,520000-7290000,65.73103158542925,27.43609726776841,65.731031585429-27.436097267768-2020-07-30-bilberry
bilberry,2020-08-01,pine,old,440000,6900000,2020,8,1,31,801,2020-08-01,440000-6900000,62.22697547535879,25.84581816226453,62.226975475359-25.845818162265-2020-08-01-bilberry
bilberry,2020-08-09,spruce,old,460000,6840000,2020,8,9,32,809,2020-08-09,460000-6840000,61.691084792760144,26.24393825010136,61.691084792760-26.243938250101-2020-08-09-bilberry
bilberry,2020-08-03,pine,plantation,430000,7370000,2020,8,3,32,803,2020-08-03,430000-7370000,66.44148462303215,25.43038200938423,66.441484623032-25.430382009384-2020-08-03-bilberry
bilberry,2020-08-03,mixed,old,430000,7370000,2020,8,3,32,803,2020-08-03,430000-7370000,66.44148462303215,25.43038200938423,66.441484623032-25.430382009384-2020-08-03-bilberry
bilberry,2020-07-27,pine,plantation,400000,7340000,2020,7,27,31,727,2020-07-27,400000-7340000,66.16434702000291,24.78205611550381,66.164347020003-24.782056115504-2020-07-27-bilberry
bilberry,2020-07-27,mixed,old,420000,7370000,2020,7,27,31,727,2020-07-27,420000-7370000,66.43907115539295,25.206277537213545,66.439071155393-25.206277537214-2020-07-27-bilberry
bilberry,2020-07-20,pine,old,360000,6690000,2020,7,20,30,720,2020-07-20,360000-6690000,60.32231997872063,24.464913011267907,60.322319978721-24.464913011268-2020-07-20-bilberry
bilberry,2020-08-13,pine,old,410000,7520000,2020,8,13,33,813,2020-08-13,410000-7520000,67.78100000789527,24.866921400142708,67.781000007895-24.866921400143-2020-08-13-bilberry
bilberry,2020-08-18,pine,old,550000,6970000,2020,8,18,34,818,2020-08-18,550000-6970000,62.85665612784396,27.982352361345544,62.856656127844-27.982352361346-2020-08-18-bilberry
bilberry,2020-08-03,spruce,seedling,500000,7080000,2020,8,3,32,803,2020-08-03,500000-7080000,63.84731663524114,27.00001566231386,63.847316635241-27.000015662314-2020-08-03-bilberry
lingonberry,2020-08-12,spruce,seedling,500000,7080000,2020,8,12,33,812,2020-08-12,500000-7080000,63.84731663524114,27.00001566231386,63.847316635241-27.000015662314-2020-08-12-lingonberry
cloudberry,2020-07-22,pine,old,500000,7080000,2020,7,22,30,722,2020-07-22,500000-7080000,63.84731663524114,27.00001566231386,63.847316635241-27.000015662314-2020-07-22-cloudberry
cloudberry,2020-07-15,pine,seedling,560000,7140000,2020,7,15,29,715,2020-07-15,560000-7140000,64.38048024361466,28.24371734921556,64.380480243615-28.243717349216-2020-07-15-cloudberry
cloudberry,2020-07-18,pine,clearing,400000,7080000,2020,7,18,29,718,2020-07-18,400000-7080000,63.83303363742151,24.967397132992232,63.833033637422-24.967397132992-2020-07-18-cloudberry
cloudberry,2020-07-20,pine,clearing,440000,7420000,2020,7,20,30,720,2020-07-20,440000-7420000,66.89199087077091,25.629913212991426,66.891990870771-25.629913212991-2020-07-20-cloudberry
