xy,osite,lohko,koeala,kuvio,koko9,koko564,kunta,maku,vv,mluok,fra,alar,kptylm,ojtil,pt,jaksot,khlk,ppa,kasru,klpm,kpituus,ika,kokru,laatu,bm1,bm2,bm1ma,bm2ma,bm1ku,bm2ku,bm1ko,bm2ko,bm1ml,bm2ml,n_l
370000-7480000,4.0,121799.71428571428,5.714285714285714,1.3571428571428572,7.142857142857143,7.142857142857143,273.0,19.0,15.642857142857142,1.3571428571428572,1.1428571428571428,1.3076923076923077,0.5454545454545454,0.6363636363636364,2.071428571428572,1.0909090909090908,4.090909090909091,8.363636363636363,1550.0,19.571428571428573,95.45454545454544,114.54545454545456,2000.0,2.7777777777777777,24.08705108456923,7.698160610946153,15.686813399361538,4.95767686793077,4.3744682012769225,1.541742022653846,4.025769483853846,1.1987417202692308,0.0,0.0,11.6
370000-7490000,4.0,404970.5217391304,6.956521739130435,1.0869565217391304,9.130434782608695,9.130434782608695,273.0,19.0,15.130434782608695,1.2608695652173914,1.173913043478261,1.434782608695652,0.0,0.0,2.217391304347826,1.238095238095238,5.0,13.19047619047619,2500.0,21.63157894736842,130.57142857142858,120.47619047619048,5000.0,2.5789473684210527,46.02291346916667,13.263289817995238,37.64249343282857,10.596924669266668,5.124583342052381,1.8215564888714284,3.100415015166667,0.7998204883809524,0.1554216789952381,0.0449881715095238,11.095238095238097
370000-7500000,4.0,123814.0,5.5,1.0,10.0,10.0,453.0,19.0,14.6,1.1,1.0,1.2,0.0,0.0,2.3,1.0,5.111111111111111,11.0,0.0,22.55555555555556,126.8,138.8,0.0,2.7777777777777777,42.27869946857,12.62913027581,33.123803195570005,9.60323506373,7.689956293409999,2.65408974259,1.46493997967,0.37180546952,0.0,0.0,10.7
370000-7510000,4.0,374406.8571428572,7.142857142857143,1.25,7.464285714285714,7.464285714285714,498.0,19.0,16.785714285714285,1.8928571428571428,1.6785714285714286,2.0,0.2857142857142857,0.0,2.392857142857143,1.2777777777777777,4.357142857142857,10.666666666666666,850.0,15.928571428571429,103.72222222222224,90.05555555555556,3100.0,2.7857142857142856,23.805783440809524,7.2845950843,15.336910678314284,4.485842533885714,6.3598523696,2.239732915857143,2.0212185124333333,0.5364385328761905,0.0878018804238095,0.0225811016857142,10.666666666666666
370000-7520000,4.0,125714.0,5.2,1.2,8.0,8.0,498.0,19.0,17.4,1.5,1.4,1.7,0.0,0.0,2.6,1.0,6.0,12.625,0.0,24.0,136.125,128.25,0.0,2.142857142857143,42.0873564536875,12.667956445675,27.7465151572,7.900481837787501,10.59891291035,3.59144153825,3.7419283858125,1.1760330697125,0.0,0.0,13.625
370000-7530000,4.0,345139.0,6.6875,1.125,8.5,8.5,498.0,19.0,16.4375,1.75,1.25,1.0,0.0,0.0,2.0625,1.2142857142857142,5.0,16.571428571428573,0.0,21.071428571428573,132.78571428571428,103.71428571428572,0.0,2.2142857142857144,58.902917354,18.205141270357142,32.056747516871425,9.250900580657143,18.018715814157144,6.3756846113285714,8.64509647972857,2.516103899378572,0.1823575434428571,0.0624521789285714,16.714285714285715
370000-7540000,4.0,127783.23076923077,5.461538461538462,1.2307692307692308,7.6923076923076925,7.6923076923076925,498.0,19.0,16.53846153846154,1.9230769230769231,1.6153846153846154,2.076923076923077,0.6,0.0,1.0,1.0,6.0,10.555555555555555,0.0,27.8,126.11111111111111,160.11111111111111,0.0,3.2,48.48976364961111,17.9240850467,1.548636542611111,0.4844641536555555,34.12175674781111,13.881822608011111,12.749184994533334,3.5402672261222223,0.0701853650222222,0.0175310588888888,15.444444444444445
370000-7550000,4.0,410970.5217391304,7.304347826086956,1.0869565217391304,9.130434782608695,9.130434782608695,498.0,19.0,15.391304347826088,2.217391304347826,1.9565217391304348,1.7391304347826086,1.3636363636363635,0.0,1.0,1.1666666666666667,5.6,7.5,0.0,18.4,115.33333333333331,161.75,0.0,3.8,23.153007027815384,7.55413623673077,14.901581162046154,4.550896653430769,5.808020168430769,2.3265384361846158,2.443405697315385,0.6767011471769231,0.0,0.0,8.916666666666666
370000-7560000,4.0,129014.0,9.5,1.0,10.0,10.0,498.0,19.0,14.0,3.0,3.0,1.0,0.0,0.0,1.0,,,,0.0,,,,0.0,,,,,,,,,,,,
380000-6670000,2.0,141920.2,5.7,1.0666666666666669,9.466666666666669,9.433333333333334,91.0,1.0,16.6,5.733333333333333,2.933333333333333,1.0,0.0,0.0,2.1666666666666665,2.0,5.0,28.0,0.0,28.0,219.0,57.0,0.0,3.0,70.296862259,18.996917864,0.0,0.0,0.0,0.0,70.296862259,18.996917864,0.0,0.0,18.0
380000-6680000,2.0,127457.82978723403,6.042553191489362,1.2127659574468086,8.340425531914894,8.319148936170214,91.87234042553192,1.0,15.340425531914894,4.48936170212766,2.4680851063829787,1.0,0.0,0.1428571428571428,2.5531914893617023,1.2142857142857142,5.214285714285714,19.285714285714285,0.0,26.071428571428573,217.28571428571428,64.42857142857143,0.0,2.7142857142857144,112.24138166285717,28.65214709208572,5.609186713642857,1.3790406891500002,40.62435393932857,11.58522217645,52.81110629957142,12.058692029278571,13.196734710371429,3.6291921972714287,17.142857142857142
380000-6690000,2.0,187810.43243243243,5.54054054054054,1.2432432432432432,7.837837837837838,7.837837837837838,633.9459459459459,1.0,15.18918918918919,3.5945945945945947,2.1621621621621623,1.125,0.4,0.3333333333333333,2.783783783783784,1.2666666666666666,4.4375,17.333333333333332,1566.6666666666667,19.2,167.73333333333332,46.2,7737.5,1.8,57.67838036841875,14.99620123634375,10.43979609516875,2.7078122517125003,17.69279822984375,4.83738924444375,16.1528083952,4.3350165329375,13.39297764764375,3.11598320725,12.666666666666666
380000-6700000,2.0,130030.3488372093,5.534883720930233,1.1395348837209305,8.604651162790697,8.604651162790697,660.2093023255813,1.0,17.0,3.7906976744186047,2.372093023255814,1.0666666666666669,0.0,0.5384615384615384,2.9302325581395348,1.0769230769230769,4.714285714285714,15.384615384615383,1850.0,19.5,162.0,52.30769230769231,9200.0,2.25,41.93271353125333,11.148195249873334,12.37425378204,3.13567528036,16.39191182138,4.560716769286667,11.080312980166669,2.75696671776,2.08623494796,0.6948364824,13.461538461538462
380000-6710000,2.0,28737.763157894737,5.0,1.131578947368421,8.947368421052632,8.947368421052632,387.60526315789474,1.0,15.605263157894736,3.526315789473684,2.1578947368421053,1.0625,0.0,0.3333333333333333,3.0,1.0666666666666669,3.6875,9.0,1675.0,13.153846153846152,106.26666666666668,33.86666666666667,7191.666666666667,2.0,42.7150634471125,12.6313534406125,2.24396377969375,0.57304105218125,28.1376467223625,7.8595148013125,7.8226162610125,2.50915396575,4.51083668409375,1.6896436213125,23.0
380000-6720000,2.0,197303.63888888888,5.888888888888889,1.2777777777777777,7.5,7.5,104.88888888888889,1.2222222222222223,16.5,3.4166666666666665,2.0277777777777777,1.8571428571428568,0.3529411764705882,0.5294117647058824,2.25,1.0,4.266666666666667,16.285714285714285,1500.0,18.0,156.57142857142858,54.785714285714285,20300.0,2.0,55.20669811959445,15.700389102005555,3.815969361333333,1.136876460677778,32.73353709782778,9.576958849994444,15.255936911777775,4.266750249622223,3.4012547489777782,0.719803541711111,23.384615384615383
380000-6730000,2.0,135500.4255319149,5.553191489361702,1.148936170212766,8.51063829787234,8.51063829787234,137.74468085106383,5.0,16.46808510638298,2.6382978723404253,1.7234042553191489,1.1,0.0,0.25,2.893617021276596,1.1428571428571428,4.266666666666667,15.392857142857142,1575.0,17.692307692307693,157.78571428571428,40.10714285714285,6479.0,1.6071428571428572,67.07824659168334,18.655610263613333,26.939682563456664,6.982373412106667,23.740127141,6.96673132701,15.91169116934,4.5408977044766665,0.4867457179566666,0.1656078201,17.076923076923077
380000-6740000,2.0,137436.55319148937,5.680851063829787,1.0851063829787233,9.148936170212766,9.148936170212766,97.76595744680851,5.0,15.297872340425531,3.404255319148936,2.148936170212766,1.3,0.0,0.6842105263157895,3.0,1.2105263157894737,4.85,18.473684210526315,1912.5,24.05555555555556,201.68421052631575,62.578947368421055,15837.5,1.894736842105263,97.742062347495,25.74591066763,25.09111741256,6.2572272048,45.707583818125,12.648816873915,26.22777561897,6.612763988020001,0.715585497745,0.2271026009499999,15.833333333333334
380000-6750000,2.0,222082.2857142857,5.742857142857143,1.2,8.0,8.0,165.0,5.0,15.2,1.8857142857142857,1.457142857142857,1.0,0.0,0.0769230769230769,3.0,1.0769230769230769,4.296296296296297,18.692307692307693,2000.0,19.16,161.80769230769232,43.88461538461539,4241.666666666667,1.6538461538461535,68.31696282202964,17.905855505014816,26.561644255129632,6.400534053359259,32.92235808567408,9.104809691055555,6.830453457985185,1.8429609429777776,2.002507022955556,0.5575508176555556,18.95833333333333
380000-6760000,2.0,178506.04761904763,6.0,1.238095238095238,7.857142857142857,7.857142857142857,121.0,5.0,17.047619047619047,3.095238095238096,1.9761904761904765,1.2608695652173914,0.2608695652173913,0.0,2.833333333333333,1.1304347826086956,4.545454545454546,17.304347826086957,1800.0,19.428571428571427,156.6086956521739,45.78260869565217,5400.0,2.0454545454545454,71.19630161378696,19.78573018632174,6.303355763378261,1.7727663373130431,39.57532712868261,11.45708387148261,12.00238135602174,3.254025360991304,13.315237365865215,3.301854616473913,17.608695652173914
380000-6770000,2.0,51207.38461538462,4.384615384615385,1.205128205128205,8.051282051282051,8.025641025641026,109.0,5.0,15.564102564102564,2.717948717948718,1.7692307692307692,1.125,0.25,0.5833333333333334,2.9743589743589745,1.0833333333333333,4.708333333333333,23.166666666666668,1150.0,24.40909090909091,184.58333333333331,55.583333333333336,12375.0,1.5833333333333333,88.1815665127375,24.911229320920835,23.853418034883333,6.177313017950001,55.436995385912496,16.247400076175,6.418022644816666,1.8236019066666664,2.473130447075,0.662914320075,18.043478260869566
380000-6780000,2.0,314976.76923076925,6.461538461538462,1.3461538461538465,7.3076923076923075,7.3076923076923075,109.0,5.0,16.846153846153847,1.5384615384615383,1.2307692307692308,1.173913043478261,0.3333333333333333,0.2222222222222222,2.9615384615384617,1.2222222222222223,4.260869565217392,22.05555555555556,683.75,22.9375,168.33333333333334,51.77777777777778,3650.0,1.7777777777777777,69.44711726133043,18.100223068060867,18.041639660908697,4.610141646960869,41.30689912868696,10.941779372191306,6.125019886091305,1.7011719057,3.973558585647826,0.8471301432,17.0
380000-6790000,2.0,102141.70588235294,6.029411764705882,1.2352941176470589,8.029411764705882,8.0,292.9117647058824,5.382352941176471,16.58823529411765,1.911764705882353,1.5294117647058822,1.148148148148148,0.2307692307692307,0.3076923076923077,2.9411764705882355,1.1538461538461535,4.851851851851852,22.03846153846154,1762.5,23.0,189.23076923076923,62.19230769230769,9887.5,2.423076923076923,105.3140918759963,28.843332346696297,14.57067652077037,3.542027825766666,58.69912898586296,16.780762358555556,27.14637161264815,7.089579472455556,4.897914757374075,1.4309626898740742,22.4
380000-6800000,2.0,206294.5185185185,6.25925925925926,1.4814814814814814,6.148148148148148,6.111111111111111,609.8703703703703,6.425925925925926,15.407407407407408,1.962962962962963,1.4814814814814814,1.255813953488372,0.4864864864864865,0.7297297297297297,2.962962962962963,1.2222222222222223,4.404761904761905,20.166666666666668,1670.0,19.0,160.44444444444446,49.388888888888886,5337.5,2.0277777777777777,56.99625879844999,15.250512523873809,8.953861576909523,2.3069825609452383,28.84133210164286,8.22529561934762,13.032476107933332,3.467124222509524,6.168589012207143,1.2511101209333333,19.61764705882353
380000-6810000,2.0,32178.5,5.0,1.1875,8.125,8.125,552.5,6.5,15.625,1.8125,1.25,1.3571428571428572,0.4615384615384615,1.1538461538461535,2.9375,1.3076923076923077,4.5,20.53846153846154,1566.6666666666667,23.63636363636364,171.84615384615384,51.92307692307692,8300.0,2.0,102.31918327233572,28.580829735964283,19.04799104347857,4.745917364385714,64.81484517331428,18.546506849214285,13.880310538578572,3.71763826035,4.576036515621429,1.5707672620357145,19.53846153846154
380000-6820000,2.0,185879.69565217392,5.891304347826087,1.3043478260869563,7.173913043478261,7.173913043478261,378.8695652173913,6.0,16.91304347826087,1.7391304347826086,1.326086956521739,1.564102564102564,0.7272727272727273,1.1515151515151516,2.9565217391304346,1.1515151515151516,4.564102564102564,21.60606060606061,1700.0,20.625,171.93939393939394,61.06060606060606,10225.0,2.0303030303030303,63.26376173094359,17.133633451779485,18.393100508797435,4.699159910464103,35.2859319757641,9.805755690302565,7.828566879943589,2.125171864997436,1.7561623662435897,0.5035459860153846,17.96875
380000-6830000,1.5142857142857142,76192.45714285714,5.857142857142857,1.2857142857142858,7.428571428571429,7.428571428571429,430.37142857142857,6.0,16.085714285714285,1.4,1.2285714285714286,1.2580645161290325,0.2222222222222222,0.5185185185185185,2.9714285714285715,1.1111111111111112,4.612903225806452,21.296296296296298,1500.0,20.48148148148148,172.40740740740742,53.25925925925926,11350.0,1.8888888888888888,76.26440626319355,20.307541455419354,19.10362204456774,4.7474544025322585,45.01960325479677,12.61659586230645,8.14064950112258,2.0125753420258063,4.000531463216129,0.9309158486709678,16.26923076923077
380000-6840000,1.0,221908.06896551725,7.275862068965517,1.2758620689655171,7.586206896551724,7.586206896551724,182.0,13.0,15.93103448275862,1.862068965517241,1.4482758620689655,1.0434782608695652,0.0,0.217391304347826,2.931034482758621,1.173913043478261,4.782608695652174,27.47826086956522,0.0,22.0,181.7826086956522,50.82608695652174,0.0,2.0434782608695654,91.48041291360867,24.36420996624348,34.646095684947824,8.564042006226087,42.34668685477826,11.614186388443477,12.319975331573914,3.498393725773913,2.1676550424391303,0.6875878457217391,23.90909090909091
380000-6850000,1.3214285714285714,160119.57142857142,9.178571428571429,1.3571428571428572,6.785714285714286,6.785714285714286,304.1428571428572,10.75,15.75,2.4285714285714284,1.7142857142857142,1.4736842105263157,0.375,1.3125,2.892857142857143,1.25,4.421052631578948,22.4375,1950.0,20.4375,167.125,62.8125,8800.0,1.9375,59.28891232588421,17.425605820263158,14.226990012236842,3.7992820621947367,38.76883736110526,11.738353665347368,4.762958960773685,1.4666148574157896,1.5301259917947367,0.4213552353526316,17.266666666666666
380000-6860000,1.0,234795.85,6.5,1.2,8.5,8.5,182.0,13.0,15.15,2.45,1.7,1.2857142857142858,1.3846153846153846,0.7692307692307693,2.85,1.3076923076923077,4.5,20.692307692307693,2100.0,19.75,165.76923076923077,47.92307692307692,5100.0,2.230769230769231,77.38586329607142,21.90782138817143,9.813981445778571,2.3553344505071427,35.82463754775714,10.6656884187,21.087133716707143,5.67101078925,10.660110586942857,3.215787729828571,27.58333333333333
380000-6870000,1.0,255899.65853658537,7.121951219512195,1.195121951219512,8.048780487804878,8.048780487804878,182.0,13.0,14.658536585365852,1.4878048780487805,1.2439024390243902,1.945945945945946,1.7142857142857142,2.2857142857142856,2.951219512195122,1.3142857142857145,4.638888888888889,18.942857142857143,2200.0,18.91176470588235,154.9142857142857,62.68571428571428,7280.0,2.057142857142857,60.15646619298333,16.177841207300002,31.3720278062,7.996698671016667,17.631712083988887,5.177370367772222,10.756660034130554,2.8905785408083333,0.3960662688638889,0.1131936275972222,19.47058823529412
380000-6880000,1.0,288045.92307692306,7.961538461538462,1.1538461538461535,8.461538461538462,8.461538461538462,249.0,13.0,16.923076923076923,1.2692307692307692,1.1538461538461535,1.1666666666666667,0.5714285714285714,0.5238095238095238,2.923076923076923,1.0952380952380951,4.083333333333333,21.428571428571427,1900.0,17.15,141.0952380952381,46.47619047619048,8090.0,1.619047619047619,69.21552392247084,18.099364012383333,40.84586949461666,9.816245580875,22.997012155658336,6.754997532854167,5.285316640316666,1.50333890215,0.0873256319458333,0.0247819965416666,19.95
380000-6890000,1.0,39462.66666666666,6.25,1.4583333333333333,6.25,6.25,249.0,13.0,16.75,1.5416666666666667,1.2916666666666667,1.0952380952380951,0.631578947368421,0.3684210526315789,2.7916666666666665,1.368421052631579,4.190476190476191,25.26315789473684,2650.0,17.68421052631579,155.42105263157896,44.26315789473684,8175.0,1.947368421052632,70.9146088366762,19.35888659115714,23.768853784457143,5.942483831842857,34.20494903461429,9.624686086509524,11.55979121057143,3.3547554836523807,1.3810148063619048,0.4369611889999999,23.0
380000-6900000,1.0,343470.2121212121,6.878787878787879,1.393939393939394,6.636363636363637,6.666666666666667,249.0,13.0,16.96969696969697,2.1818181818181817,1.4848484848484849,1.2692307692307692,0.5,0.875,2.575757575757576,1.0833333333333333,4.6923076923076925,18.83333333333333,1300.0,20.17391304347826,165.375,56.333333333333336,2050.0,1.75,64.13907408591155,18.23282258397692,21.523180397703847,5.502904117276923,25.89693184738077,7.624004021534616,13.120108295215385,3.833375145976923,3.5988535457692308,1.2725392991692306,19.782608695652176
380000-6910000,1.0,248134.20588235292,6.882352941176471,1.2647058823529411,7.411764705882353,7.382352941176471,350.29411764705884,13.0,15.705882352941176,1.6176470588235294,1.2941176470588236,1.137931034482759,0.0,0.36,2.8823529411764706,1.28,4.517241379310345,22.0,2700.0,17.92,156.6,44.16,3225.0,1.88,66.99628113474138,18.54943777401724,26.197130251486207,6.608079055031035,23.63760258595517,6.942557431948275,14.60060905709655,4.148581206886207,2.56093924017931,0.8502200800448276,19.92
380000-6920000,1.0,197699.6923076923,8.153846153846153,1.2692307692307692,7.3076923076923075,7.3076923076923075,495.0,13.0,16.53846153846154,1.807692307692308,1.4615384615384617,1.9545454545454544,0.5714285714285714,1.4285714285714286,2.8846153846153846,1.15,4.157894736842105,15.45,2375.0,15.88888888888889,123.6,48.9,8287.5,1.6842105263157894,54.60991990551,15.02044440381,22.34444919247,5.77304812883,24.68646929785,6.685612780865,7.345985817215,2.487748737985,0.23301559815,0.074034756045,16.1
380000-6930000,1.0,198661.34615384616,6.076923076923077,1.2692307692307692,7.3076923076923075,7.3076923076923075,513.0,13.0,15.115384615384617,1.9230769230769231,1.4615384615384617,1.6956521739130437,0.2857142857142857,0.9523809523809524,2.8846153846153846,1.2,4.3,15.1,1500.0,17.22222222222222,135.45,56.95,1800.0,1.6111111111111112,38.27597310452273,10.48761081515,23.693331544954543,6.120521194918182,6.844865624027273,2.2440923318227277,7.647851875200001,2.084548725940909,0.0899240602272727,0.0384485625227272,15.05
380000-6940000,1.0,246345.95,6.875,1.275,7.75,7.75,723.15,13.0,14.975,1.325,1.15,1.6842105263157894,0.1818181818181818,1.4242424242424243,2.95,1.1875,4.216216216216216,14.78125,1633.3333333333333,15.733333333333333,120.40625,51.375,4006.25,1.625,36.162363788527024,9.57728785195946,27.013933430127025,6.777789410132432,5.892232432251351,1.764653078391892,2.9853389148351352,0.9525757400243244,0.2708590113783783,0.0822696233405405,17.129032258064516
380000-6950000,1.0,338368.5483870968,7.387096774193548,1.2580645161290325,7.741935483870968,7.741935483870968,729.0,13.0,17.129032258064516,1.1290322580645162,1.032258064516129,1.935483870967742,0.8571428571428571,1.5714285714285714,2.838709677419355,1.2142857142857142,4.444444444444445,17.571428571428573,2000.0,17.541666666666668,135.67857142857142,62.035714285714285,2000.0,2.125,42.78994554959032,11.309704614177418,34.6660851056,8.776117793596775,3.2895296845419355,1.0069084763903229,4.7186272066,1.478316815709677,0.1157035526741935,0.0483615284612903,20.214285714285715
380000-6960000,1.0,49507.42307692308,6.307692307692308,1.2307692307692308,7.6923076923076925,7.6923076923076925,419.46153846153845,13.0,16.53846153846154,1.6538461538461535,1.2307692307692308,1.391304347826087,0.9,1.3,3.0,1.05,4.086956521739131,15.9,1816.6666666666667,16.055555555555557,125.15,43.25,6420.0,1.6,42.829149143569566,11.72460022633913,12.502527516708696,3.1569296424565216,12.7884132907,3.962674486817391,10.788542341913043,3.035132241260869,6.749665994321738,1.5698638557652174,18.352941176470587
380000-6970000,1.0,354785.0869565217,8.304347826086957,1.2608695652173914,7.391304347826087,7.391304347826087,226.0,13.0,16.956521739130434,3.652173913043478,2.1739130434782608,1.0,0.0,0.125,2.8260869565217392,1.125,3.6,14.125,1875.0,15.166666666666666,103.0,32.125,8600.0,1.5,34.175941282000004,10.1099872257,15.1341351397,3.92659482404,3.66694929926,1.21952110233,13.75407172292,4.36821727769,1.62078512013,0.5956540217099999,28.166666666666668
380000-6980000,1.0,295478.4054054054,6.621621621621622,1.2702702702702702,7.567567567567567,7.567567567567567,251.5675675675676,13.0,15.756756756756756,1.945945945945946,1.4324324324324325,1.793103448275862,0.4615384615384615,1.6923076923076923,2.972972972972973,1.1538461538461535,4.392857142857143,16.53846153846154,2237.5,16.608695652173914,133.8846153846154,64.0,12425.0,2.28,41.3728376251,11.36258555692069,24.90966276847931,6.205360190375862,10.301258219744827,3.2056675402793107,5.853560580768965,1.8424286864827588,0.3083560566275862,0.109129139775862,16.48
380000-6990000,1.0,178760.2142857143,8.392857142857142,1.2142857142857142,7.857142857142857,7.857142857142857,308.92857142857144,13.0,16.607142857142858,1.5714285714285714,1.2142857142857142,1.56,0.48,1.4,2.9642857142857144,1.04,4.5,18.92,2033.3333333333333,16.82608695652174,140.56,54.4,4766.666666666667,1.875,67.78945455432,18.129338204532,24.580417982416,6.171121500064,20.66295977788,6.028057051692,15.597691346512,4.247897497792,6.94838544776,1.682262155048,21.166666666666668
380000-7000000,1.0,304595.95,6.7,1.2,8.0,8.0,370.6,13.75,15.1,1.3,1.2,1.947368421052632,0.3529411764705882,1.588235294117647,2.8,1.1176470588235294,4.294117647058823,15.235294117647058,1700.0,15.8,125.58823529411764,54.23529411764706,4000.0,1.625,37.633577801777776,10.092054376355556,27.563463203722225,6.826873642044444,5.751164779394444,1.8111319754944444,4.31894981865,1.4540487587666666,0.0,0.0,19.8
380000-7010000,1.0,232840.0588235294,7.852941176470588,1.1176470588235294,8.823529411764707,8.823529411764707,584.0,16.0,15.352941176470589,1.911764705882353,1.6764705882352942,2.5,0.4,0.9666666666666668,1.911764705882353,1.0454545454545454,4.684210526315789,15.363636363636363,1725.0,15.22222222222222,116.63636363636364,93.3181818181818,3225.0,2.055555555555556,46.59304954234783,12.10188529765652,34.77256419631305,8.721606360869567,6.923265537286956,1.922662057795652,3.3671914945652173,1.0683356773782609,1.530028314047826,0.389281201547826,17.681818181818183
380000-7020000,1.0,364497.5806451613,7.741935483870968,1.3225806451612905,7.580645161290323,7.548387096774194,584.0,16.0,17.193548387096776,1.5806451612903225,1.3870967741935485,2.076923076923077,0.0,2.625,2.806451612903226,1.0869565217391304,4.68,17.0,0.0,17.391304347826086,154.52173913043478,72.1304347826087,0.0,2.260869565217391,51.991605808752,14.175721017132,30.477345455664,7.676373293688,7.132061361651999,2.083250983084,14.34351299654,4.399049285404001,0.0386859947919999,0.017047454924,21.0
380000-7030000,1.0,59545.95,6.3,1.05,9.5,9.5,421.0,16.0,16.45,2.2,1.7,2.066666666666667,0.4285714285714285,1.1428571428571428,2.2,1.0,4.923076923076923,19.0,0.0,18.666666666666668,156.25,75.83333333333333,0.0,1.75,69.13073406146154,19.223012058338465,51.69814873517692,13.70651320886154,8.8906166033,2.653561478338461,8.296399894369232,2.7820219270538464,0.2455688291692307,0.0809154440923076,23.75
380000-7040000,1.0,532323.7222222222,8.38888888888889,1.1666666666666667,8.333333333333334,8.333333333333334,421.0,16.0,16.944444444444443,1.3333333333333333,1.1666666666666667,2.055555555555556,0.0,1.6111111111111112,2.833333333333333,1.125,4.5,13.375,1800.0,14.285714285714286,114.4375,59.3125,2625.0,1.6428571428571428,39.8775205346875,11.3864494301625,22.26009376894375,5.96753196291875,9.24098850774375,2.8163235785375,5.38883717395625,1.81661899155625,2.987601083975,0.7859748972062499,18.125
380000-7050000,1.0,321305.22222222225,7.407407407407407,1.1111111111111112,8.88888888888889,8.88888888888889,421.0,16.0,15.62962962962963,1.4444444444444444,1.3703703703703705,2.3703703703703702,0.75,1.4166666666666667,2.2962962962962963,1.0526315789473684,3.95,11.578947368421051,1588.3333333333333,13.4,98.0,66.21052631578948,13166.666666666666,2.176470588235294,32.92790526361364,8.723198185181818,25.78759063165909,6.4658245477181815,4.200816476013636,1.3061197636181818,2.7598641925727274,0.8931782839136364,0.1796339636272727,0.0580755899636363,16.63157894736842
380000-7060000,2.8947368421052637,63572.26315789474,4.631578947368421,1.1578947368421053,8.421052631578947,8.421052631578947,728.2631578947369,16.94736842105263,16.263157894736842,1.7894736842105263,1.3157894736842106,2.0588235294117645,0.0,1.875,2.6842105263157894,1.1333333333333333,4.285714285714286,17.266666666666666,2500.0,15.142857142857142,133.26666666666668,52.46666666666667,6000.0,2.5,55.21695348556,15.493528924733331,32.33467114509333,8.553536366973333,10.247733293206666,3.275960603013333,12.634549047066669,3.664031954646666,0.0,0.0,25.5
380000-7070000,3.0,368785.1304347826,6.695652173913044,1.173913043478261,8.26086956521739,8.26086956521739,746.0,17.0,15.173913043478262,1.6956521739130437,1.3478260869565215,1.5789473684210529,1.3333333333333333,1.2777777777777777,3.0,1.0555555555555556,4.315789473684211,18.83333333333333,1923.75,15.61111111111111,133.66666666666666,58.16666666666666,12534.0,1.9444444444444444,52.61482739036316,14.674964107989473,27.179950882347367,7.029628158789474,19.15830321625789,5.64407927628421,5.365950598694737,1.7283570341368422,0.9106226928684208,0.2728996388052631,19.294117647058822
380000-7080000,3.0,266346.0,5.833333333333333,1.1333333333333333,8.666666666666666,8.666666666666666,746.0,17.0,16.2,2.7333333333333334,1.9333333333333331,2.333333333333333,1.5789473684210529,1.0526315789473684,3.0,1.0,4.6875,22.214285714285715,0.0,18.071428571428573,163.85714285714286,64.07142857142857,0.0,2.7142857142857144,66.4475328235625,18.00430695720625,38.6287256100625,9.6546048066375,17.784373685712502,5.03317650008125,9.3104561394,3.04407988119375,0.7239773883875,0.2724457692125,23.857142857142858
380000-7090000,3.0,67955.09090909091,5.636363636363637,1.181818181818182,8.181818181818182,8.181818181818182,956.0,17.0,17.818181818181817,1.6363636363636365,1.3636363636363635,1.8,0.0,1.3333333333333333,3.0,1.0,4.555555555555555,15.375,1800.0,17.714285714285715,133.625,72.625,13000.0,2.625,46.03068677033333,12.280409709933332,31.512618962666668,7.7895986226,8.656887999266667,2.5184296186,4.642749637655555,1.5753890095555556,1.2184301707444445,0.3969924591222222,18.75
380000-7100000,3.0,351089.4782608696,6.521739130434782,1.173913043478261,8.26086956521739,8.26086956521739,977.0,17.0,16.130434782608695,2.347826086956522,1.608695652173913,1.75,0.4,1.0,2.9130434782608696,1.0,4.214285714285714,17.266666666666666,1200.0,14.538461538461538,122.6,76.4,14200.0,2.3846153846153846,49.38621244836875,13.24544422476875,27.848815195981253,6.7529215734687495,8.89943050335,2.6904477838250003,8.681540987350001,2.61927642514375,3.956425761425,1.1827984423375,24.466666666666665
380000-7110000,3.0,307177.5789473684,6.078947368421052,1.2894736842105263,7.368421052631579,7.368421052631579,977.0,17.0,15.657894736842104,1.6578947368421053,1.3157894736842106,2.0303030303030303,1.2,2.2,3.0,1.0344827586206895,4.0625,16.275862068965516,1625.0,14.814814814814817,115.24137931034484,52.689655172413794,13400.0,2.4827586206896552,38.8601619751375,11.035916566415626,21.65570176345625,5.662444955634375,10.43367457675625,3.1871406565875,5.887591141625,1.91620121295,0.88319449325,0.270129741303125,22.142857142857142
380000-7120000,3.0,344773.2727272727,6.181818181818182,1.181818181818182,8.181818181818182,8.181818181818182,552.0909090909091,17.0,15.454545454545457,2.772727272727273,1.818181818181818,1.5384615384615383,0.9230769230769232,1.6153846153846154,3.0,1.0,3.3076923076923075,10.461538461538462,1591.75,11.0,72.6923076923077,30.46153846153846,13326.42857142857,2.6153846153846154,26.07668706590769,7.833400254246154,5.5208973153769225,1.3075922100076922,10.543796900346154,3.221720903923077,9.567091775761538,3.1360714029461536,0.4449010747769231,0.1680157373846153,16.833333333333332
